import time: self [us] | cumulative | imported package
import time:       481 |        481 |                           scipy.special._ellip_harm_2
import time:       576 |       1056 |                         scipy.special._ellip_harm
import time:       471 |        471 |                         scipy.special._lambertw
import time:       475 |        475 |                         scipy.special._spherical_bessel
import time:       457 |        457 |                         scipy.special.add_newdocs
import time:       464 |        464 |                         scipy.special.basic
import time:       467 |        467 |                         scipy.special.orthogonal
import time:       442 |        442 |                         scipy.special.specfun
import time:       442 |        442 |                         scipy.special.sf_error
import time:       443 |        443 |                         scipy.special.spfun_stats
import time:      4618 |      17243 |                       scipy.special
import time:       713 |        713 |                       scipy.spatial._distance_pybind
import time:      3046 |      21933 |                     scipy.spatial.distance
import time:      1171 |      23103 |                   scipy.spatial._geometric_slerp
import time:       486 |        486 |                   scipy.spatial.ckdtree
import time:       474 |        474 |                   scipy.spatial.kdtree
import time:       448 |        448 |                   scipy.spatial.qhull
import time:       554 |        554 |                       backports_abc
import time:      3492 |       3492 |                           scipy.constants._codata
import time:       718 |        718 |                           scipy.constants._constants
import time:       520 |        520 |                           scipy.constants.codata
import time:       540 |        540 |                           scipy.constants.constants
import time:      2664 |       7931 |                         scipy.constants
import time:       503 |       8434 |                       scipy.spatial.transform._rotation_groups
import time:      1015 |      10002 |                     scipy.spatial.transform._rotation
import time:       539 |        539 |                     scipy.spatial.transform._rotation_spline
import time:       450 |        450 |                     scipy.spatial.transform.rotation
import time:      1047 |      12037 |                   scipy.spatial.transform
import time:       492 |        492 |                     scipy.optimize._shgo_lib
import time:       716 |        716 |                     scipy.optimize._shgo_lib._vertex
import time:      1032 |       2240 |                   scipy.optimize._shgo_lib._complex
import time:      3246 |      47691 |                 scipy.optimize._shgo
import time:       655 |        655 |                 scipy.optimize._dual_annealing
import time:       521 |        521 |                 scipy.optimize._qap
import time:       373 |        373 |                   scipy.optimize._direct
import time:       533 |        906 |                 scipy.optimize._direct_py
import time:       528 |        528 |                 scipy.optimize._milp
import time:       457 |        457 |                 scipy.optimize.cobyla
import time:       448 |        448 |                 scipy.optimize.lbfgsb
import time:       438 |        438 |                 scipy.optimize.linesearch
import time:       539 |        539 |                 scipy.optimize.minpack
import time:       456 |        456 |                 scipy.optimize.minpack2
import time:       444 |        444 |                 scipy.optimize.moduleTNC
import time:       450 |        450 |                 scipy.optimize.nonlin
import time:       446 |        446 |                 scipy.optimize.optimize
import time:       450 |        450 |                 scipy.optimize.slsqp
import time:       439 |        439 |                 scipy.optimize.tnc
import time:       438 |        438 |                 scipy.optimize.zeros
import time:      7535 |     292493 |               scipy.optimize
import time:       765 |     293258 |             transformers.loss.loss_for_object_detection
import time:      1246 |     300860 |           transformers.loss.loss_deformable_detr
import time:       638 |        638 |           transformers.loss.loss_rt_detr
import time:      1181 |     303195 |         transformers.loss.loss_utils
import time:      1545 |       1545 |             transformers.models.auto.configuration_auto
import time:      3676 |       3676 |             transformers.utils.quantization_config
import time:       635 |        635 |               transformers.quantizers.base
import time:      1324 |       1959 |             transformers.quantizers.quantizer_aqlm
import time:       655 |        655 |             transformers.quantizers.quantizer_awq
import time:       777 |        777 |             transformers.quantizers.quantizer_bitnet
import time:       463 |        463 |               transformers.quantizers.quantizers_utils
import time:       854 |       1317 |             transformers.quantizers.quantizer_bnb_4bit
import time:       577 |        577 |             transformers.quantizers.quantizer_bnb_8bit
import time:       526 |        526 |             transformers.quantizers.quantizer_compressed_tensors
import time:       540 |        540 |             transformers.quantizers.quantizer_eetq
import time:       558 |        558 |             transformers.quantizers.quantizer_fbgemm_fp8
import time:       537 |        537 |             transformers.quantizers.quantizer_gptq
import time:      1091 |       1091 |             transformers.quantizers.quantizer_hqq
import time:       565 |        565 |             transformers.quantizers.quantizer_quanto
import time:       557 |        557 |             transformers.quantizers.quantizer_torchao
import time:      4707 |      19579 |           transformers.quantizers.auto
import time:       763 |      20341 |         transformers.quantizers
import time:       592 |        592 |         transformers.safetensors_conversion
import time:      6323 |     330450 |       transformers.modeling_utils
import time:       638 |        638 |       transformers.models.qwen2.configuration_qwen2
import time:       533 |        533 |       cosyvoice.transformer.label_smoothing_loss
import time:     18988 |    1606607 |     cosyvoice.llm.llm
import time:       273 |        273 |       cosyvoice.flow
import time:       685 |        685 |             antlr4.Token
import time:       502 |        502 |             antlr4.InputStream
import time:       466 |        466 |             antlr4.FileStream
import time:       470 |        470 |             antlr4.StdinStream
import time:       480 |        480 |                 antlr4.error
import time:       475 |        475 |                       antlr4.tree
import time:       759 |       1233 |                     antlr4.tree.Tree
import time:       444 |        444 |                       antlr4.Utils
import time:       793 |       1237 |                     antlr4.tree.Trees
import time:       975 |       3444 |                   antlr4.RuleContext
import time:       787 |       4231 |                 antlr4.ParserRuleContext
import time:       500 |        500 |                   antlr4.error.ErrorListener
import time:       746 |       1245 |                 antlr4.Recognizer
import time:      1246 |       7200 |               antlr4.error.Errors
import time:       768 |       7968 |             antlr4.BufferedTokenStream
import time:       479 |        479 |                 antlr4.CommonTokenFactory
import time:       482 |        482 |                   antlr4.atn
import time:       525 |        525 |                       antlr4.IntervalSet
import time:       556 |        556 |                       antlr4.atn.ATNType
import time:       558 |        558 |                           antlr4.atn.SemanticContext
import time:      1249 |       1807 |                         antlr4.atn.Transition
import time:      1151 |       2957 |                       antlr4.atn.ATNState
import time:       957 |       4993 |                     antlr4.atn.ATN
import time:       875 |       5868 |                   antlr4.PredictionContext
import time:       819 |        819 |                       antlr4.atn.LexerAction
import time:       746 |       1565 |                     antlr4.atn.LexerActionExecutor
import time:       755 |       2319 |                   antlr4.atn.ATNConfig
import time:       537 |        537 |                     antlr4.atn.ATNConfigSet
import time:       488 |        488 |                       antlr4.dfa
import time:       694 |       1182 |                     antlr4.dfa.DFAState
import time:      1006 |       2724 |                   antlr4.atn.ATNSimulator
import time:      1571 |      12962 |                 antlr4.atn.LexerATNSimulator
import time:      1128 |      14568 |               antlr4.Lexer
import time:       762 |      15329 |             antlr4.CommonTokenStream
import time:       679 |        679 |               antlr4.error.ErrorStrategy
import time:       485 |        485 |                 antlr4.atn.ATNDeserializationOptions
import time:       888 |       1372 |               antlr4.atn.ATNDeserializer
import time:       483 |        483 |                 antlr4.ListTokenSource
import time:       476 |        476 |                 antlr4.tree.Chunk
import time:       459 |        459 |                 antlr4.tree.RuleTagToken
import time:       486 |        486 |                 antlr4.tree.TokenTagToken
import time:      1503 |       3405 |               antlr4.tree.ParseTreePatternMatcher
import time:      1579 |       7035 |             antlr4.Parser
import time:       565 |        565 |             antlr4.dfa.DFA
import time:       643 |        643 |               antlr4.atn.PredictionMode
import time:      1224 |       1867 |             antlr4.atn.ParserATNSimulator
import time:       530 |        530 |             antlr4.error.DiagnosticErrorListener
import time:      3528 |      38940 |           antlr4
import time:      1442 |       1442 |             omegaconf.errors
import time:       488 |        488 |                     omegaconf.grammar
import time:       642 |       1130 |                   omegaconf.grammar.gen
import time:     77913 |      79043 |                 omegaconf.grammar.gen.OmegaConfGrammarLexer
import time:      2303 |       2303 |                 omegaconf.grammar.gen.OmegaConfGrammarParser
import time:       612 |        612 |                 omegaconf.grammar.gen.OmegaConfGrammarParserVisitor
import time:      1971 |      83928 |               omegaconf.grammar_visitor
import time:      1426 |      85354 |             omegaconf.grammar_parser
import time:       521 |        521 |                 attr._compat
import time:       445 |        445 |                   attr._config
import time:       560 |        560 |                     attr.exceptions
import time:       883 |       1442 |                   attr.setters
import time:      3105 |       4991 |                 attr._make
import time:      1464 |       6976 |               attr.converters
import time:       497 |        497 |               attr.filters
import time:      5880 |       5880 |               attr.validators
import time:       541 |        541 |               attr._cmp
import time:       509 |        509 |               attr._funcs
import time:       519 |        519 |               attr._next_gen
import time:      1013 |       1013 |               attr._version_info
import time:      2172 |      18105 |             attr
import time:      1742 |     106642 |           omegaconf._utils
import time:      3186 |     148767 |         omegaconf.base
import time:       860 |        860 |           omegaconf.basecontainer
import time:       912 |        912 |           omegaconf.nodes
import time:      1687 |       3458 |         omegaconf.dictconfig
import time:      1025 |       1025 |         omegaconf.listconfig
import time:       610 |        610 |               omegaconf.resolvers.oc.dict
import time:       968 |       1577 |             omegaconf.resolvers.oc
import time:       744 |       2321 |           omegaconf.resolvers
import time:      1599 |       3920 |         omegaconf.omegaconf
import time:       458 |        458 |         omegaconf.version
import time:      2492 |     160118 |       omegaconf
import time:       517 |        517 |       cosyvoice.utils.mask
import time:      2355 |     163262 |     cosyvoice.flow.flow
import time:       279 |        279 |       cosyvoice.hifigan
import time:       638 |        638 |         scipy.signal._sigtools
import time:       541 |        541 |                 uarray
import time:       539 |        539 |                     scipy._lib._uarray._uarray
import time:      1221 |       1759 |                   scipy._lib._uarray._backend
import time:       895 |       2653 |                 scipy._lib._uarray
import time:       481 |       3674 |               scipy._lib.uarray
import time:      1972 |       5646 |             scipy.fft._basic
import time:       790 |        790 |             scipy.fft._realtransforms
import time:       510 |        510 |               scipy.fft._fftlog_backend
import time:       803 |       1312 |             scipy.fft._fftlog
import time:       568 |        568 |                   scipy.fft._pocketfft.pypocketfft
import time:       565 |        565 |                   scipy.fft._pocketfft.helper
import time:      1129 |       2261 |                 scipy.fft._pocketfft.basic
import time:       491 |        491 |                 scipy.fft._pocketfft.realtransforms
import time:      1017 |       3768 |               scipy.fft._pocketfft
import time:       557 |       4324 |             scipy.fft._helper
import time:       706 |        706 |               scipy.fft._basic_backend
import time:       538 |        538 |               scipy.fft._realtransforms_backend
import time:       569 |       1813 |             scipy.fft._backend
import time:      3028 |      16911 |           scipy.signal.windows._windows
import time:       465 |        465 |           scipy.signal.windows.windows
import time:      1460 |      18835 |         scipy.signal.windows
import time:       498 |        498 |         scipy.signal._waveforms
import time:       566 |        566 |           scipy.signal._max_len_seq_inner
import time:       494 |       1059 |         scipy.signal._max_len_seq
import time:       618 |        618 |           scipy.signal._upfirdn_apply
import time:       538 |       1155 |         scipy.signal._upfirdn
import time:       368 |        368 |         scipy.signal._spline
import time:       572 |        572 |                       scipy.interpolate._fitpack
import time:       532 |        532 |                       scipy.interpolate._dfitpack
import time:       857 |       1960 |                     scipy.interpolate._fitpack_impl
import time:       562 |        562 |                         backports_abc
import time:       720 |       1281 |                       scipy.interpolate._bspl
import time:       703 |       1984 |                     scipy.interpolate._bsplines
import time:      1499 |       5442 |                   scipy.interpolate._fitpack_py
import time:       636 |        636 |                   scipy.interpolate._polyint
import time:       626 |        626 |                   scipy.interpolate._ppoly
import time:       643 |        643 |                   scipy.interpolate.interpnd
import time:      1491 |       8836 |                 scipy.interpolate._interpolate
import time:       793 |        793 |                 scipy.interpolate._fitpack2
import time:       539 |        539 |                 scipy.interpolate._rbf
import time:       520 |        520 |                   scipy.interpolate._rbfinterp_pythran
import time:       665 |       1184 |                 scipy.interpolate._rbfinterp
import time:       635 |        635 |                 scipy.interpolate._cubic
import time:       501 |        501 |                 scipy.interpolate._ndgriddata
import time:       458 |        458 |                 scipy.interpolate._pade
import time:       555 |        555 |                   scipy.interpolate._rgi_cython
import time:       592 |        592 |                   scipy.interpolate._ndbspline
import time:       902 |       2047 |                 scipy.interpolate._rgi
import time:       456 |        456 |                 scipy.interpolate.fitpack
import time:       443 |        443 |                 scipy.interpolate.fitpack2
import time:       446 |        446 |                 scipy.interpolate.interpolate
import time:       454 |        454 |                 scipy.interpolate.ndgriddata
import time:       439 |        439 |                 scipy.interpolate.polyint
import time:       436 |        436 |                 scipy.interpolate.rbf
import time:      4206 |      21866 |               scipy.interpolate
import time:       469 |        469 |                 scipy.signal._arraytools
import time:      1245 |       1714 |               scipy.signal._filter_design
import time:       536 |        536 |               scipy.signal._lti_conversion
import time:      2393 |      26507 |             scipy.signal._ltisys
import time:       508 |        508 |               scipy.ndimage._ni_support
import time:       513 |        513 |               scipy.ndimage._nd_image
import time:       485 |        485 |                 scipy._lib.doccer
import time:       599 |       1083 |               scipy.ndimage._ni_docstrings
import time:      2759 |       4861 |             scipy.ndimage._filters
import time:       509 |        509 |             scipy.ndimage._fourier
import time:      1359 |       1359 |             scipy.ndimage._interpolation
import time:       578 |        578 |               scipy.ndimage._ni_label
import time:       654 |        654 |               scipy.ndimage._morphology
import time:       645 |       1876 |             scipy.ndimage._measurements
import time:       461 |        461 |             scipy.ndimage.filters
import time:       450 |        450 |             scipy.ndimage.fourier
import time:       536 |        536 |             scipy.ndimage.interpolation
import time:       452 |        452 |             scipy.ndimage.measurements
import time:       455 |        455 |             scipy.ndimage.morphology
import time:       580 |        580 |             scipy.signal._fir_filter_design
import time:       539 |        539 |             scipy.signal._sosfilt
import time:      5275 |      43855 |           scipy.signal._signaltools
import time:      1622 |      45477 |         scipy.signal._bsplines
import time:       517 |        517 |         scipy.signal._savitzky_golay
import time:       526 |        526 |           scipy.signal._spectral
import time:       623 |       1149 |         scipy.signal._spectral_py
import time:       782 |        782 |         scipy.signal._short_time_fft
import time:       666 |        666 |         scipy.signal._wavelets
import time:       744 |        744 |             scipy.stats._warnings_errors
import time:       602 |        602 |                   scipy.stats._distr_params
import time:      1520 |       1520 |                   scipy.integrate._quadrature
import time:       729 |        729 |                     scipy.integrate._odepack
import time:       787 |       1516 |                   scipy.integrate._odepack_py
import time:       715 |        715 |                     scipy.integrate._quadpack
import time:       680 |       1395 |                   scipy.integrate._quadpack_py
import time:       718 |        718 |                     scipy.integrate._vode
import time:       505 |        505 |                     scipy.integrate._dop
import time:       798 |        798 |                     scipy.integrate._lsoda
import time:       831 |       2851 |                   scipy.integrate._ode
import time:       613 |        613 |                   scipy.integrate._bvp
import time:       546 |        546 |                         scipy.integrate._ivp.common
import time:       527 |        527 |                         scipy.integrate._ivp.base
import time:      1260 |       2332 |                       scipy.integrate._ivp.bdf
import time:       615 |        615 |                       scipy.integrate._ivp.radau
import time:       499 |        499 |                         scipy.integrate._ivp.dop853_coefficients
import time:       847 |       1346 |                       scipy.integrate._ivp.rk
import time:       525 |        525 |                       scipy.integrate._ivp.lsoda
import time:      1883 |       6700 |                     scipy.integrate._ivp.ivp
import time:       892 |       7591 |                   scipy.integrate._ivp
import time:       615 |        615 |                   scipy.integrate._quad_vec
import time:       533 |        533 |                   scipy.integrate.dop
import time:       446 |        446 |                   scipy.integrate.lsoda
import time:       566 |        566 |                   scipy.integrate.vode
import time:       472 |        472 |                   scipy.integrate.odepack
import time:       446 |        446 |                   scipy.integrate.quadpack
import time:       460 |        460 |                   scipy._lib._finite_differences
import time:       480 |        480 |                   scipy.stats._constants
import time:       529 |        529 |                   scipy.stats._censored_data
import time:      5640 |      26269 |                 scipy.stats._distn_infrastructure
import time:      1130 |       1130 |                     scipy.special.cython_special
import time:       647 |       1777 |                   scipy.stats._stats
import time:       572 |        572 |                   scipy.stats._tukeylambda_stats
import time:       555 |        555 |                   scipy.stats._ksstats
import time:     52097 |      55000 |                 scipy.stats._continuous_distns
import time:       511 |        511 |                   scipy.stats._biasedurn
import time:      9669 |      10179 |                 scipy.stats._discrete_distns
import time:       569 |        569 |                   scipy.stats._levy_stable.levyst
import time:      1769 |       2337 |                 scipy.stats._levy_stable
import time:      1669 |       1669 |                     scipy._lib._docscrape
import time:       995 |       2664 |                   scipy.stats._axis_nan_policy
import time:      2029 |       4693 |                 scipy.stats._entropy
import time:      5034 |     103510 |               scipy.stats.distributions
import time:       503 |        503 |                 scipy._lib._bunch
import time:       495 |        495 |                   scipy.stats._stats_pythran
import time:       955 |       1450 |                 scipy.stats._stats_mstats_common
import time:      2415 |       4367 |               scipy.stats._mstats_basic
import time:       527 |        527 |                 scipy.stats._common
import time:      3172 |       3698 |               scipy.stats._hypotests
import time:      2858 |       2858 |               scipy.stats._resampling
import time:       545 |        545 |               scipy.stats._binomtest
import time:     19532 |     134507 |             scipy.stats._stats_py
import time:       907 |        907 |             scipy.stats._variation
import time:       554 |        554 |               scipy.stats._ansari_swilk_statistics
import time:       737 |        737 |               scipy.stats._wilcoxon
import time:       764 |        764 |               scipy.stats._fit
import time:       836 |        836 |                 scipy.stats._relative_risk
import time:       684 |        684 |                 scipy.stats._crosstab
import time:       523 |        523 |                 scipy.stats._odds_ratio
import time:      1577 |       3620 |               scipy.stats.contingency
import time:      9011 |      14683 |             scipy.stats._morestats
import time:       557 |        557 |                 scipy.stats._sobol
import time:       572 |        572 |                 scipy.stats._qmc_cy
import time:      1279 |       2407 |               scipy.stats._qmc
import time:      1820 |       4226 |             scipy.stats._multicomp
import time:       750 |        750 |             scipy.stats._binned_statistic
import time:       429 |        429 |               scipy.stats._mvn
import time:       613 |       1041 |             scipy.stats._kde
import time:       525 |        525 |               scipy.stats._mstats_extras
import time:      1604 |       2128 |             scipy.stats.mstats
import time:       493 |        493 |             scipy.stats.qmc
import time:       671 |        671 |               scipy.stats._covariance
import time:       686 |        686 |                 scipy.stats._rcont.rcont
import time:       555 |       1241 |               scipy.stats._rcont
import time:       560 |        560 |               scipy.stats._qmvnt
import time:      3843 |       6314 |             scipy.stats._multivariate
import time:       484 |        484 |                     scipy.stats._unuran
import time:      2128 |       2612 |                   scipy.stats._unuran.unuran_wrapper
import time:       733 |       3345 |                 scipy.stats._sampling
import time:       914 |       4258 |               scipy.stats.sampling
import time:       709 |       4967 |             scipy.stats._rvs_sampling
import time:      1195 |       1195 |             scipy.stats._page_trend_test
import time:      1632 |       1632 |             scipy.stats._mannwhitneyu
import time:       521 |        521 |             scipy.stats._bws_test
import time:      1479 |       1479 |             scipy.stats._sensitivity_analysis
import time:      1430 |       1430 |             scipy.stats._survival
import time:       914 |        914 |             scipy.stats._mgc
import time:       471 |        471 |             scipy.stats.biasedurn
import time:       451 |        451 |             scipy.stats.kde
import time:       453 |        453 |             scipy.stats.morestats
import time:       463 |        463 |             scipy.stats.mstats_basic
import time:       455 |        455 |             scipy.stats.mstats_extras
import time:       532 |        532 |             scipy.stats.mvn
import time:       454 |        454 |             scipy.stats.stats
import time:      9783 |     190981 |           scipy.stats
import time:       564 |        564 |           scipy.signal._peak_finding_utils
import time:       599 |     192144 |         scipy.signal._peak_finding
import time:       534 |        534 |         scipy.signal._czt
import time:       459 |        459 |         scipy.signal.bsplines
import time:       471 |        471 |         scipy.signal.filter_design
import time:       509 |        509 |         scipy.signal.fir_filter_design
import time:       458 |        458 |         scipy.signal.lti_conversion
import time:       617 |        617 |         scipy.signal.ltisys
import time:       462 |        462 |         scipy.signal.spectral
import time:       460 |        460 |         scipy.signal.signaltools
import time:       451 |        451 |         scipy.signal.waveforms
import time:       450 |        450 |         scipy.signal.wavelets
import time:       452 |        452 |         scipy.signal.spline
import time:      4823 |     273424 |       scipy.signal
import time:      1308 |     275011 |     cosyvoice.hifigan.generator
import time:      2486 |    2050474 |   cosyvoice.utils.class_utils
import time:      5900 |    6908808 | cosyvoice.cli.cosyvoice
import time:       787 |        787 |   _sounddevice
import time:       823 |        823 |   _sounddevice_data
import time:     97966 |      99575 | sounddevice
import time:      1052 |       1052 | pyperclip
G:\projects\cozyvoice\CosyVoice\transtts2.py:138: DeprecationWarning: 'exec_' will be removed in the future. Use 'exec' instead.
  sys.exit(app.exec_())
import time:        36 |         36 | random.seed
import time:       124 |        124 | numpy.random.seed
import time:       113 |        113 | torch.manual_seed
import time:       106 |        106 | torch.cuda.manual_seed_all
import time:        26 |         26 | cosyvoice.llm.llm.Qwen2LM
import time:        31 |         31 | cosyvoice.llm.llm.Qwen2Encoder
import time:        41 |         41 | cosyvoice.utils.common.ras_sampling
import time:        28 |         28 | cosyvoice.flow.flow.CausalMaskedDiffWithXvec
import time:       766 |        766 |   cosyvoice.transformer.convolution
import time:       682 |        682 |   cosyvoice.transformer.encoder_layer
import time:       576 |        576 |   cosyvoice.transformer.positionwise_feed_forward
import time:      1734 |       3756 | cosyvoice.transformer.upsample_encoder
import time:        21 |         21 | cosyvoice.transformer.upsample_encoder.UpsampleConformerEncoder
import time:       640 |        640 |         matcha
import time:       772 |       1411 |       matcha.models
import time:       772 |       2183 |     matcha.models.components
import time:      1218 |       1218 |               einops._backends
import time:       576 |        576 |               einops.parsing
import time:      1940 |       3733 |             einops.einops
import time:       636 |        636 |             einops.packing
import time:      1435 |       5803 |           einops
import time:       604 |        604 |             einops.layers
import time:       568 |        568 |             einops.layers._einmix
import time:        70 |         70 |                     _lsprof
import time:       750 |        750 |                     profile
import time:      1000 |       1820 |                   cProfile
import time:      1905 |       1905 |                   pstats
import time:       543 |        543 |                         termios
import time:       659 |       1201 |                       getpass
import time:       458 |        458 |                       torch._environment
import time:      6026 |       7685 |                     torch._dynamo.config
import time:       862 |       8546 |                   torch._dynamo.distributed
import time:       607 |        607 |                                 torch._inductor.custom_graph_pass
import time:     11791 |      12397 |                               torch._inductor.config
import time:       676 |      13073 |                             torch._inductor
import time:        35 |      13107 |                           torch._inductor.config
import time:      2364 |      15471 |                         torch._functorch.config
import time:       903 |        903 |                         torch._dynamo.metrics_context
import time:       701 |        701 |                         torch.utils._triton
import time:       628 |        628 |                               torch._numpy._casting_dicts
import time:       974 |       1601 |                             torch._numpy._dtypes_impl
import time:       663 |        663 |                             torch._numpy._util
import time:       876 |        876 |                               torch._numpy._dtypes
import time:       785 |       1661 |                             torch._numpy._normalizations
import time:      1243 |       5167 |                           torch._numpy.fft
import time:       807 |        807 |                           torch._numpy.linalg
import time:       626 |        626 |                           torch._numpy.random
import time:       838 |        838 |                             torch._numpy._funcs_impl
import time:       595 |        595 |                             torch._numpy._reductions_impl
import time:      1257 |       2690 |                           torch._numpy._funcs
import time:       570 |        570 |                           torch._numpy._getlimits
import time:       484 |        484 |                               torch._numpy._binary_ufuncs_impl
import time:       498 |        498 |                               torch._numpy._unary_ufuncs_impl
import time:      1361 |       2342 |                             torch._numpy._ufuncs
import time:       906 |       3247 |                           torch._numpy._ndarray
import time:      2431 |      15535 |                         torch._numpy
import time:       670 |        670 |                             triton
import time:        21 |        691 |                           triton.compiler
import time:        19 |        710 |                         triton.compiler.compiler
import time:      6326 |      39644 |                       torch._dynamo.utils
import time:      1973 |      41616 |                     torch._dynamo.exc
import time:       595 |        595 |                     torch._dynamo.logging
import time:      1263 |       1263 |                       torch._inductor.test_operators
import time:      1630 |       1630 |                           torch._dynamo.bytecode_analysis
import time:      3044 |       4674 |                         torch._dynamo.bytecode_transformation
import time:      3021 |       7695 |                       torch._dynamo.resume_execution
import time:       534 |        534 |                           torch._dynamo.current_scope_id
import time:       552 |        552 |                             torch.utils._device
import time:     18990 |      18990 |                             torch._dynamo.source
import time:       739 |        739 |                             torch._dynamo.mutation_guard
import time:       641 |        641 |                               torch._dynamo.external_utils
import time:       513 |        513 |                                 torch._dynamo.backends
import time:       828 |       1341 |                               torch._dynamo.backends.registry
import time:       496 |        496 |                               torch._dynamo.code_context
import time:      1354 |       1354 |                                 torch._dynamo.types
import time:      1104 |       2458 |                               torch._dynamo.hooks
import time:      2930 |       7863 |                             torch._dynamo.eval_frame
import time:      3667 |      31809 |                           torch._dynamo.guards
import time:      2641 |      34983 |                         torch._dynamo.variables.base
import time:      2384 |       2384 |                           torch._dynamo.replay_record
import time:       681 |        681 |                           torch._dynamo.variables.constant
import time:      1761 |       1761 |                             torch._dynamo.device_interface
import time:       647 |        647 |                               torch._dynamo.polyfills
import time:       531 |        531 |                                       torch.distributed._composable_state
import time:       519 |        519 |                                         torch.distributed.algorithms._checkpoint
import time:       950 |       1468 |                                       torch.distributed.algorithms._checkpoint.checkpoint_wrapper
import time:      3775 |       3775 |                                       torch.distributed.fsdp.api
import time:      2044 |       7817 |                                     torch.distributed.fsdp._common_utils
import time:       570 |        570 |                                       torch.testing._internal.distributed
import time:       680 |       1249 |                                     torch.testing._internal.distributed.fake_pg
import time:       494 |        494 |                                                   torch.distributed._shard.common_op_utils
import time:       725 |       1218 |                                                 torch.distributed._shard.op_registry_utils
import time:       851 |        851 |                                                     torch.distributed._shard.metadata
import time:      1267 |       1267 |                                                       torch.distributed._shard.sharded_tensor.metadata
import time:       582 |        582 |                                                       torch.distributed._shard.sharding_spec._internals
import time:      1527 |       3376 |                                                     torch.distributed._shard.sharding_spec.api
import time:       508 |        508 |                                                       torch.distributed._shard._utils
import time:       864 |        864 |                                                       torch.distributed._shard.sharded_tensor.shard
import time:       808 |        808 |                                                       torch.distributed._shard.sharded_tensor.utils
import time:      1680 |       3859 |                                                     torch.distributed._shard.sharding_spec.chunk_sharding_spec
import time:      1350 |       9434 |                                                   torch.distributed._shard.sharding_spec
import time:       884 |        884 |                                                         torch.distributed.nn.functional
import time:       819 |       1702 |                                                       torch.distributed.nn
import time:        24 |       1726 |                                                     torch.distributed.nn.functional
import time:       599 |       2325 |                                                   torch.distributed._shard.sharded_tensor.reshard
import time:      1634 |      13393 |                                                 torch.distributed._shard.sharded_tensor.api
import time:       937 |        937 |                                                   torch.distributed._shard.sharded_tensor._ops.misc_ops
import time:       475 |        475 |                                                     torch.distributed._shard.sharded_tensor._ops._common
import time:      1278 |       1752 |                                                   torch.distributed._shard.sharded_tensor._ops.tensor_ops
import time:       555 |        555 |                                                     torch.distributed._shard.sharding_spec.chunk_sharding_spec_ops
import time:       550 |        550 |                                                     torch.distributed._shard.sharding_spec.chunk_sharding_spec_ops._common
import time:      1176 |       2280 |                                                   torch.distributed._shard.sharding_spec.chunk_sharding_spec_ops.embedding
import time:       609 |        609 |                                                   torch.distributed._shard.sharding_spec.chunk_sharding_spec_ops.embedding_bag
import time:       546 |        546 |                                                   torch.distributed._shard.sharded_tensor._ops.binary_cmp
import time:       692 |        692 |                                                   torch.distributed._shard.sharded_tensor._ops.init
import time:      1638 |       8451 |                                                 torch.distributed._shard.sharded_tensor._ops
import time:      1485 |      24545 |                                               torch.distributed._shard.sharded_tensor
import time:       479 |        479 |                                               torch.distributed._shard.sharder
import time:      1298 |       1298 |                                                 torch.distributed._shard.sharding_plan.api
import time:       764 |       2061 |                                               torch.distributed._shard.sharding_plan
import time:      1126 |      28210 |                                             torch.distributed._shard.api
import time:       789 |      28999 |                                           torch.distributed._shard
import time:        20 |      29018 |                                         torch.distributed._shard.sharded_tensor
import time:        18 |      29036 |                                       torch.distributed._shard.sharded_tensor.api
import time:       481 |        481 |                                                     torch.distributed._functional_collectives_impl
import time:       537 |        537 |                                                       optree
import time:       568 |       1104 |                                                     torch.utils._cxx_pytree
import time:      3321 |       4905 |                                                   torch.distributed._functional_collectives
import time:    394520 |     394520 |                                                   torch.distributed.tensor._collective_utils
import time:      2272 |     401697 |                                                 torch.distributed.tensor.placement_types
import time:      1495 |     403191 |                                               torch.distributed.tensor._dtensor_spec
import time:       573 |        573 |                                                   optree
import time:       593 |       1166 |                                                 torch.utils._cxx_pytree
import time:      2781 |       3946 |                                               torch.distributed.tensor._op_schema
import time:       634 |        634 |                                                     torch.distributed.tensor._random
import time:       446 |        446 |                                                       torch.distributed.tensor.device_mesh
import time:       976 |       1421 |                                                     torch.distributed.tensor._redistribute
import time:       675 |        675 |                                                       torch.distributed.tensor._utils
import time:       984 |       1658 |                                                     torch.distributed.tensor._sharding_prop
import time:       567 |        567 |                                                     torch.distributed.tensor._tp_conv
import time:       546 |        546 |                                                       optree
import time:       594 |       1140 |                                                     torch.utils._cxx_pytree
import time:      1903 |       7322 |                                                   torch.distributed.tensor._dispatch
import time:      1019 |       8341 |                                                 torch.distributed.tensor._api
import time:      1229 |       9569 |                                               torch.distributed.tensor._ops.utils
import time:      1583 |     418289 |                                             torch.distributed.tensor._ops._conv_ops
import time:      3096 |       3096 |                                             torch.distributed.tensor._ops._embedding_ops
import time:       556 |        556 |                                             torch.distributed.tensor._ops._experimental_ops
import time:      2305 |       2305 |                                             torch.distributed.tensor._ops._math_ops
import time:       920 |        920 |                                               torch.distributed.tensor._ops._einsum_strategy
import time:       943 |       1863 |                                             torch.distributed.tensor._ops._matrix_ops
import time:      6094 |       6094 |                                             torch.distributed.tensor._ops._pointwise_ops
