import time: self [us] | cumulative | imported package
import time:       675 |        675 |                   llvmlite.binding.orcjit
import time:      3669 |      23609 |                 llvmlite.binding
import time:      1255 |      24863 |               numba.core.config
import time:      1888 |       1888 |                 numba.core.utils
import time:      1472 |       1472 |                 numba.core.types.abstract
import time:      1501 |       1501 |                     numba.core.errors
import time:       899 |       2399 |                   numba.core.types.common
import time:       865 |        865 |                       numba.core.typeconv.castgraph
import time:       904 |       1769 |                     numba.core.typeconv
import time:       504 |        504 |                       numba.core.consts
import time:      1470 |       1973 |                     numba.core.ir
import time:      1646 |       5387 |                   numba.core.types.misc
import time:      1936 |       9721 |                 numba.core.types.containers
import time:      1141 |       1141 |                 numba.core.types.functions
import time:       604 |        604 |                 numba.core.types.iterators
import time:       514 |        514 |                       llvmlite.ir._utils
import time:      1179 |       1693 |                     llvmlite.ir.types
import time:      1496 |       1496 |                     llvmlite.ir.values
import time:       499 |        499 |                       llvmlite.ir.context
import time:       584 |       1082 |                     llvmlite.ir.module
import time:      1343 |       1343 |                       llvmlite.ir.instructions
import time:       839 |       2181 |                     llvmlite.ir.builder
import time:       588 |        588 |                     llvmlite.ir.transforms
import time:      2611 |       9649 |                   llvmlite.ir
import time:      1057 |      10705 |                 numba.core.types.npytypes
import time:       512 |        512 |                   numba.np
import time:       666 |        666 |                   numba.np.npdatetime_helpers
import time:       995 |       2172 |                 numba.core.types.scalars
import time:       706 |        706 |                 numba.core.types.function_type
import time:      2875 |      31281 |               numba.core.types
import time:       563 |        563 |                           numba.core.typeconv._typeconv
import time:       545 |       1108 |                         numba.core.typeconv.typeconv
import time:      7339 |       8446 |                       numba.core.typeconv.rules
import time:       642 |        642 |                         numba.core.targetconfig
import time:       580 |        580 |                         numba.core.cpu_options
import time:      1989 |       3209 |                       numba.core.typing.templates
import time:       566 |        566 |                                   backports_abc
import time:       745 |       1310 |                                 numpy.random._common
import time:       625 |        625 |                                 secrets
import time:       628 |       2563 |                               numpy.random.bit_generator
import time:       459 |        459 |                                 numpy.random._bounded_integers
import time:       445 |        445 |                                 numpy.random._mt19937
import time:       985 |       1888 |                               numpy.random.mtrand
import time:       425 |        425 |                               numpy.random._philox
import time:       454 |        454 |                               numpy.random._pcg64
import time:       449 |        449 |                               numpy.random._sfc64
import time:       921 |        921 |                               numpy.random._generator
import time:       840 |       7538 |                             numpy.random._pickle
import time:       971 |       8509 |                           numpy.random
import time:        29 |       8537 |                         numpy.random.bit_generator
import time:       733 |        733 |                                   numba.core.datamodel.manager
import time:       674 |        674 |                                   numba.core.datamodel.packer
import time:       576 |        576 |                                   numba.core.datamodel.registry
import time:      1624 |       1624 |                                   numba.core.datamodel.models
import time:      1760 |       5365 |                                 numba.core.datamodel
import time:        27 |       5392 |                               numba.core.datamodel.models
import time:       664 |       6056 |                             numba.core.debuginfo
import time:       966 |       7021 |                           numba.core.cgutils
import time:      2044 |       9064 |                         numba.np.numpy_support
import time:       540 |        540 |                             numpy.polynomial.polyutils
import time:       669 |        669 |                             numpy.polynomial._polybase
import time:      1568 |       2776 |                           numpy.polynomial.polynomial
import time:       735 |        735 |                           numpy.polynomial.chebyshev
import time:       609 |        609 |                           numpy.polynomial.legendre
import time:       620 |        620 |                           numpy.polynomial.hermite
import time:       597 |        597 |                           numpy.polynomial.hermite_e
import time:       656 |        656 |                           numpy.polynomial.laguerre
import time:      3494 |       9484 |                         numpy.polynomial
import time:     35609 |      62692 |                       numba.core.typing.typeof
import time:      1439 |      75784 |                     numba.core.typing.context
import time:       837 |      76621 |                   numba.core.typing
import time:        28 |      76649 |                 numba.core.typing.typeof
import time:       559 |        559 |                 numba.core.typing.asnumbatype
import time:       748 |      77955 |               numba.misc.special
import time:       480 |        480 |                   numba.stencils
import time:       967 |        967 |                       numba.core.imputils
import time:       649 |        649 |                         numba._helperlib
import time:       690 |        690 |                             numba.core.itanium_mangler
import time:       577 |       1267 |                           numba.core.funcdesc
import time:       841 |        841 |                           numba.core.generators
import time:       557 |        557 |                           numba.core.removerefctpass
import time:       522 |        522 |                             numba._dynfunc
import time:       521 |       1042 |                           numba.core.environment
import time:       818 |        818 |                             numba.core.controlflow
import time:      1375 |       2192 |                           numba.core.analysis
import time:       505 |        505 |                           numba.misc.firstlinefinder
import time:      1783 |       8185 |                         numba.core.lowering
import time:      1186 |       1186 |                             numba.cloudpickle.cloudpickle
import time:      1156 |       2342 |                           numba.cloudpickle
import time:       625 |       2967 |                         numba.core.serialize
import time:      2022 |      13820 |                       numba.core.pythonapi
import time:      2087 |      16874 |                     numba.core.extending
import time:       804 |        804 |                       numba.core.transforms
import time:       644 |       1447 |                     numba.core.postproc
import time:       648 |        648 |                       numba.core.rewrites.registry
import time:       747 |        747 |                       numba.core.rewrites.static_getitem
import time:       491 |        491 |                       numba.core.rewrites.static_raise
import time:       477 |        477 |                       numba.core.rewrites.static_binop
import time:       512 |        512 |                       numba.core.rewrites.ir_print
import time:       925 |       3799 |                     numba.core.rewrites
import time:      1281 |      23399 |                   numba.core.ir_utils
import time:       486 |        486 |                     numba.core.descriptors
import time:       505 |        505 |                         numba._devicearray
import time:       611 |       1116 |                       numba._dispatcher
import time:       534 |        534 |                         numba.core.tracing
import time:      1227 |       1227 |                           numba.core.byteflow
import time:       547 |        547 |                           numba.core.unsafe
import time:       790 |        790 |                           numba.core.unsafe.eh
import time:       496 |        496 |                               numba.cpython
import time:       657 |       1152 |                             numba.cpython.unsafe
import time:       806 |       1958 |                           numba.cpython.unsafe.tuple
import time:      2620 |       7140 |                         numba.core.interpreter
import time:       913 |        913 |                         numba.core.bytecode
import time:       710 |        710 |                             numba.core.event
import time:       504 |        504 |                             numba.core.compiler_lock
import time:      1108 |       1108 |                                         numba.core.typeinfer
import time:       692 |        692 |                                         numba.stencils.stencilparfor
import time:      3877 |       3877 |                                         numba.core.typing.npydecl
import time:      1273 |       1273 |                                         numba.parfors.array_analysis
import time:      4757 |      11707 |                                       numba.parfors.parfor
import time:       519 |        519 |                                       numba.core.sigutils
import time:       701 |        701 |                                       numba.parfors.parfor_lowering_utils
import time:      3129 |      16054 |                                     numba.parfors.parfor_lowering
import time:       535 |      16589 |                                   numba.parfors
import time:        29 |      16617 |                                 numba.parfors.parfor
import time:      6420 |      23036 |                               numba.core.typing.builtins
import time:       593 |        593 |                               numba.extending
import time:      2415 |      26044 |                             numba.cpython.builtins
import time:      1392 |      28649 |                           numba.core.base
import time:      1363 |      30011 |                         numba.core.callconv
import time:       560 |        560 |                           numba.core.callwrapper
import time:      1440 |       1440 |                               html.entities
import time:      1544 |       2984 |                             html
import time:       478 |        478 |                             numba.core.llvm_bindings
import time:       500 |        500 |                                   numba.core.runtime.nrtdynmod
import time:       535 |        535 |                                   numba.core.runtime._nrt_python
import time:      1067 |       2101 |                                 numba.core.runtime.nrt
import time:       856 |       2956 |                               numba.core.runtime
import time:       964 |       3920 |                             numba.core.runtime.nrtopt
import time:       500 |        500 |                             numba.misc.inspection
import time:       796 |        796 |                             numba.misc.llvm_pass_timings
import time:      2284 |      10961 |                           numba.core.codegen
import time:       529 |        529 |                             numba.core.intrinsics
import time:       541 |       1070 |                           numba.core.externals
import time:       492 |        492 |                           numba.core.fastmathpass
import time:       775 |        775 |                           numba.core.options
import time:       481 |        481 |                           numba.core.entrypoints
import time:       671 |        671 |                           numba.np.ufunc_db
import time:      1363 |      16369 |                         numba.core.cpu
import time:      1189 |       1189 |                         numba.core.compiler_machinery
import time:       667 |        667 |                           numba.core.ssa
import time:      1612 |       2279 |                         numba.core.untyped_passes
import time:       515 |        515 |                           numba.core.annotations
import time:       814 |        814 |                           numba.core.annotations.type_annotations
import time:      2004 |       3332 |                         numba.core.typed_passes
import time:      1145 |       1145 |                           numba.core.pylowering
import time:       641 |       1786 |                         numba.core.object_mode_passes
import time:      3401 |      66949 |                       numba.core.compiler
import time:       786 |        786 |                                   _win32sysloader
import time:      2734 |       3519 |                                 pywintypes
import time:      4946 |       8465 |                               pythoncom
import time:      1424 |       1424 |                               win32api
import time:       432 |        432 |                               win32com.gen_py
import time:      1210 |      11530 |                             win32com
import time:       804 |      12333 |                           win32com.shell
import time:       667 |      13000 |                         numba.misc.appdirs
import time:      1975 |      14975 |                       numba.core.caching
import time:      2039 |      85078 |                     numba.core.dispatcher
import time:       788 |      86351 |                   numba.core.registry
import time:       854 |     111083 |                 numba.stencils.stencil
import time:       881 |     111963 |               numba.core.decorators
import time:       558 |        558 |                   numba.np.ufunc._internal
import time:       981 |        981 |                     numba.np.ufunc.wrappers
import time:       665 |        665 |                       numba.core.target_extension
import time:       480 |        480 |                       numba.np.ufunc.sigparse
import time:      1404 |       2547 |                     numba.np.ufunc.ufuncbuilder
import time:      1286 |       4814 |                   numba.np.ufunc.parallel
import time:       612 |        612 |                     numba.np.ufunc.ufunc_base
import time:      1060 |       1672 |                   numba.np.ufunc.dufunc
import time:       901 |        901 |                   numba.np.ufunc.gufunc
import time:      1357 |       9299 |                 numba.np.ufunc.decorators
import time:       980 |        980 |                 numba.np.ufunc.array_exprs
import time:       875 |      11153 |               numba.np.ufunc
import time:       578 |        578 |                   numba.experimental.jitclass.decorators
import time:       522 |        522 |                     numba.experimental.jitclass._box
import time:       766 |       1288 |                   numba.experimental.jitclass.boxing
import time:      3653 |       3653 |                   numba.experimental.jitclass.overloads
import time:       923 |       6440 |                 numba.experimental.jitclass
import time:       525 |       6965 |               numba.experimental
import time:      1074 |       1074 |               numba.core.withcontexts
import time:       528 |        528 |               numba.typed
import time:      4511 |     289219 |             numba
import time:      5594 |     294812 |           whisper.timing
import time:       997 |     295808 |         whisper.transcribe
import time:      1644 |     297452 |       whisper.model
import time:       498 |        498 |       whisper.version
import time:      2060 |     321683 |     whisper
import time:       223 |        223 |               torchaudio._internal.fb
import time:       519 |        741 |             torchaudio._internal
import time:       490 |       1231 |           torchaudio._internal.module_utils
import time:       661 |        661 |           torchaudio._extension.utils
import time:       504 |        504 |           torchaudio.lib
import time:       663 |        663 |           torchaudio.lib._torchaudio
import time:      3874 |       6931 |         torchaudio._extension
import time:       650 |        650 |                     torio._extension.utils
import time:       871 |       1520 |                   torio._extension
import time:      3340 |       3340 |                     torio.io._streaming_media_decoder
import time:       998 |        998 |                     torio.io._streaming_media_encoder
import time:      1254 |       5591 |                   torio.io
import time:       664 |        664 |                     torio.utils.ffmpeg_utils
import time:       744 |       1408 |                   torio.utils
import time:      1051 |       9568 |                 torio
import time:        18 |       9586 |               torio.io
import time:       688 |        688 |               torchaudio.io._effector
import time:       597 |        597 |               torchaudio.io._playback
import time:      1236 |      12105 |             torchaudio.io
import time:       462 |        462 |               torchaudio._backend.common
import time:      1101 |       1101 |                 ctypes.util
import time:       941 |        941 |                   _cffi_backend
import time:       805 |       1746 |                 _soundfile
import time:       827 |        827 |                 _soundfile_data
import time:      2536 |       6208 |               soundfile
import time:      1941 |       8609 |             torchaudio._backend.soundfile_backend
import time:       653 |        653 |             torchaudio._backend.backend
import time:       669 |        669 |             torchaudio._backend.ffmpeg
import time:       542 |        542 |             torchaudio._backend.soundfile
import time:       530 |        530 |             torchaudio._backend.sox
import time:      2611 |      25716 |           torchaudio._backend.utils
import time:       518 |        518 |           torio.lib
import time:      4073 |      30306 |         torchaudio._backend
import time:      1039 |       1039 |           torchaudio.compliance.kaldi
import time:       745 |       1784 |         torchaudio.compliance
import time:       479 |        479 |             torchaudio.datasets.utils
import time:       927 |       1406 |           torchaudio.datasets.cmuarctic
import time:       561 |        561 |           torchaudio.datasets.cmudict
import time:       540 |        540 |           torchaudio.datasets.commonvoice
import time:       558 |        558 |           torchaudio.datasets.dr_vctk
import time:       547 |        547 |           torchaudio.datasets.fluentcommands
import time:       606 |        606 |           torchaudio.datasets.gtzan
import time:       544 |        544 |           torchaudio.datasets.iemocap
import time:       555 |        555 |             torchaudio.datasets.librispeech
import time:       802 |       1357 |           torchaudio.datasets.librilight_limited
import time:       562 |        562 |           torchaudio.datasets.librimix
import time:       540 |        540 |           torchaudio.datasets.librispeech_biasing
import time:       642 |        642 |           torchaudio.datasets.libritts
import time:       523 |        523 |           torchaudio.datasets.ljspeech
import time:       560 |        560 |           torchaudio.datasets.musdb_hq
import time:       569 |        569 |           torchaudio.datasets.quesst14
import time:       528 |        528 |           torchaudio.datasets.snips
import time:       573 |        573 |           torchaudio.datasets.speechcommands
import time:       544 |        544 |           torchaudio.datasets.tedlium
import time:       528 |        528 |           torchaudio.datasets.vctk
import time:       643 |        643 |           torchaudio.datasets.voxceleb1
import time:       541 |        541 |           torchaudio.datasets.yesno
import time:      5602 |      18464 |         torchaudio.datasets
import time:       941 |        941 |           torchaudio.functional._alignment
import time:       872 |        872 |           torchaudio.functional.filtering
import time:       899 |        899 |           torchaudio.functional.functional
import time:      1929 |       4639 |         torchaudio.functional
import time:      3088 |       3088 |         torchaudio.kaldi_io
import time:       963 |        963 |           torchaudio.models._hdemucs
import time:       619 |        619 |           torchaudio.models.conformer
import time:       615 |        615 |           torchaudio.models.conv_tasnet
import time:       519 |        519 |           torchaudio.models.deepspeech
import time:       867 |        867 |           torchaudio.models.emformer
import time:      1061 |       1061 |           torchaudio.models.rnnt
import time:       759 |        759 |           torchaudio.models.rnnt_decoder
import time:       721 |        721 |             torchaudio.models.squim.objective
import time:       535 |        535 |             torchaudio.models.squim.subjective
import time:      1064 |       2318 |           torchaudio.models.squim
import time:       775 |        775 |           torchaudio.models.tacotron2
import time:       525 |        525 |           torchaudio.models.wav2letter
import time:       513 |        513 |                     torchaudio.models.wav2vec2.wavlm_attention
import time:      1134 |       1647 |                   torchaudio.models.wav2vec2.components
import time:       947 |       2593 |                 torchaudio.models.wav2vec2.model
import time:      1124 |       3717 |               torchaudio.models.wav2vec2.utils.import_fairseq
import time:       570 |        570 |               torchaudio.models.wav2vec2.utils.import_huggingface
import time:      1169 |       5455 |             torchaudio.models.wav2vec2.utils
import time:       594 |       6049 |           torchaudio.models.wav2vec2
import time:       680 |        680 |           torchaudio.models.wavernn
import time:      4149 |      19892 |         torchaudio.models
import time:       957 |        957 |           torchaudio.pipelines._source_separation_pipeline
import time:       981 |        981 |           torchaudio.pipelines._squim_pipeline
import time:       683 |        683 |                 torchaudio.transforms._multi_channel
import time:      1197 |       1197 |                 torchaudio.transforms._transforms
import time:      1533 |       3412 |               torchaudio.transforms
import time:       520 |        520 |               torchaudio.pipelines._tts.utils
import time:       580 |        580 |               torchaudio.pipelines._tts.interface
import time:      3828 |       8340 |             torchaudio.pipelines._tts.impl
import time:       823 |       9162 |           torchaudio.pipelines._tts
import time:       522 |        522 |             torchaudio.pipelines._wav2vec2
import time:       745 |        745 |             torchaudio.pipelines._wav2vec2.aligner
import time:       600 |        600 |             torchaudio.pipelines._wav2vec2.utils
import time:      2025 |       3891 |           torchaudio.pipelines._wav2vec2.impl
import time:      1338 |       1338 |           torchaudio.pipelines.rnnt_pipeline
import time:      2010 |      18337 |         torchaudio.pipelines
import time:       584 |        584 |                 torchaudio.utils.sox_utils
import time:       510 |        510 |                 torchaudio.utils.download
import time:       945 |       2038 |               torchaudio.utils
import time:        26 |       2063 |             torchaudio.utils.sox_utils
import time:       847 |       2909 |           torchaudio.sox_effects.sox_effects
import time:       780 |       3689 |         torchaudio.sox_effects
import time:       571 |        571 |           torchaudio.backend.common
import time:       443 |        443 |           torchaudio.backend.no_backend
import time:       443 |        443 |           torchaudio.backend.soundfile_backend
import time:       442 |        442 |           torchaudio.backend.sox_io_backend
import time:       777 |       2674 |         torchaudio.backend
import time:       452 |        452 |         torchaudio.version
import time:      1258 |     111508 |       torchaudio
import time:        27 |     111534 |     torchaudio.compliance
import time:      1351 |       1351 |           more_itertools.recipes
import time:      1697 |       3048 |         more_itertools.more
import time:      1633 |       4680 |       more_itertools
import time:      1057 |       1057 |           typeguard._config
import time:       621 |        621 |           typeguard._exceptions
import time:       495 |        495 |           typeguard._memo
import time:       539 |        539 |           typeguard._utils
import time:      1824 |       4534 |         typeguard._checkers
import time:       520 |        520 |             typeguard._suppression
import time:       798 |       1318 |           typeguard._functions
import time:      1520 |       1520 |           typeguard._transformer
import time:      1221 |       4058 |         typeguard._decorators
import time:      1559 |       1559 |         typeguard._importhook
import time:     19611 |      29761 |       typeguard
import time:       683 |        683 |         inflect.compat
import time:       672 |       1355 |       inflect.compat.py38
import time:   1561148 |    1596942 |     inflect
import time:       602 |        602 |     ttsfrd
WARNING:root:failed to import ttsfrd, use WeTextProcessing instead
import time:       962 |        962 |         tn
import time:       974 |       1936 |       tn.chinese
import time:       584 |        584 |         tn.token_parser
import time:       571 |        571 |               backports_abc
import time:      3692 |       4262 |             _pywrapfst
import time:       557 |        557 |             backports_abc
import time:      4330 |       9148 |           _pynini
import time:       899 |      10046 |         pynini
import time:       685 |        685 |         pynini.lib
import time:     11209 |      11209 |         pynini.lib.byte
import time:     10433 |      10433 |         pynini.lib.utf8
import time:       582 |        582 |         pynini.lib.pynutil
import time:      1638 |      35174 |       tn.processor
import time:       503 |        503 |         tn.chinese.rules
import time:       469 |        469 |         tn.utils
import time:       892 |       1863 |       tn.chinese.rules.cardinal
import time:       476 |        476 |       tn.chinese.rules.char
import time:       486 |        486 |       tn.chinese.rules.date
import time:       474 |        474 |       tn.chinese.rules.fraction
import time:       479 |        479 |       tn.chinese.rules.math
import time:       483 |        483 |       tn.chinese.rules.measure
import time:       472 |        472 |       tn.chinese.rules.money
import time:       620 |        620 |           pynini.lib.rewrite
import time:       625 |       1244 |         pynini.lib.tagger
import time:       934 |       2178 |       tn.chinese.rules.postprocessor
import time:       497 |        497 |       tn.chinese.rules.preprocessor
import time:       501 |        501 |       tn.chinese.rules.sport
import time:       500 |        500 |       tn.chinese.rules.time
import time:       513 |        513 |       tn.chinese.rules.whitelist
import time:       480 |        480 |               importlib_resources.compat
import time:       639 |       1118 |             importlib_resources.compat.py38
import time:       894 |       2012 |           importlib_resources.abc
import time:      1051 |       3062 |         importlib_resources._common
import time:       485 |        485 |         importlib_resources._functional
import time:      1288 |       4835 |       importlib_resources
import time:      3838 |      54698 |     tn.chinese.normalizer
import time:       496 |        496 |       tn.english
import time:       488 |        488 |         tn.english.rules
import time:       498 |        498 |         pynini.examples
import time:     11810 |      11810 |         pynini.examples.plurals
import time:       922 |      13716 |       tn.english.rules.cardinal
import time:       717 |        717 |       tn.english.rules.ordinal
import time:      7212 |       7212 |       tn.english.rules.decimal
import time:       561 |        561 |       tn.english.rules.fraction
import time:       498 |        498 |         tn.english.rules.punctuation
import time:       741 |       1238 |       tn.english.rules.word
import time:      1769 |       1769 |       tn.english.rules.date
import time:       568 |        568 |       tn.english.rules.time
import time:    244226 |     244226 |       tn.english.rules.measure
import time:       940 |        940 |       tn.english.rules.money
import time:       531 |        531 |       tn.english.rules.telephone
import time:       529 |        529 |       tn.english.rules.electronic
import time:       504 |        504 |         tn.english.rules.roman
import time:       766 |       1270 |       tn.english.rules.whitelist
import time:       902 |        902 |       tn.english.rules.range
import time:      3981 |     278650 |     tn.english.normalizer
import time:       534 |        534 |       cosyvoice.utils
import time:       731 |       1265 |     cosyvoice.utils.file_utils
import time:      1465 |       1465 |     cosyvoice.utils.frontend_utils
import time:      2279 |    2395454 |   cosyvoice.cli.frontend
import time:       536 |        536 |     cosyvoice.utils.common
import time:      1096 |       1632 |   cosyvoice.cli.model
import time:       494 |        494 |       cosyvoice.transformer
import time:       650 |       1143 |     cosyvoice.transformer.activation
import time:       592 |        592 |     cosyvoice.transformer.subsampling
import time:       733 |        733 |     cosyvoice.transformer.embedding
import time:       645 |        645 |     cosyvoice.transformer.attention
import time:       265 |        265 |       cosyvoice.llm
import time:       495 |        495 |           transformers.dependency_versions_table
import time:      1160 |       1160 |               huggingface_hub
import time:       641 |        641 |                 tqdm.contrib
import time:       958 |       1599 |               tqdm.contrib.concurrent
import time:       777 |        777 |               huggingface_hub.constants
import time:       981 |        981 |                 huggingface_hub.errors
import time:       954 |        954 |                       huggingface_hub.utils.tqdm
import time:      2013 |       2013 |                         configparser
import time:     19674 |      19674 |                         huggingface_hub.utils._runtime
import time:      1217 |      22904 |                       huggingface_hub.utils._auth
import time:       519 |        519 |                       huggingface_hub.utils._cache_assets
import time:       528 |        528 |                           huggingface_hub.commands
import time:       708 |       1236 |                         huggingface_hub.commands._cli_utils
import time:       534 |        534 |                         huggingface_hub.utils.logging
import time:      3934 |       5704 |                       huggingface_hub.utils._cache_manager
import time:       559 |        559 |                       huggingface_hub.utils._chunk_utils
import time:       477 |        477 |                       huggingface_hub.utils._datetime
import time:       474 |        474 |                       huggingface_hub.utils._experimental
import time:       594 |        594 |                             filelock._error
import time:      1362 |       1956 |                           filelock._api
import time:       466 |        466 |                             filelock._util
import time:       739 |       1205 |                           filelock._soft
import time:       526 |        526 |                           filelock._unix
import time:       517 |        517 |                           filelock._windows
import time:      1111 |       1111 |                           filelock.asyncio
import time:       454 |        454 |                           filelock.version
import time:      2298 |       8064 |                         filelock
import time:       919 |       8982 |                       huggingface_hub.utils._fixes
import time:       783 |        783 |                         huggingface_hub.utils._subprocess
import time:       933 |       1715 |                       huggingface_hub.utils._git_credential
import time:       502 |        502 |                         huggingface_hub.utils._deprecation
import time:       513 |        513 |                           huggingface_hub.utils._typing
import time:       868 |       1380 |                         huggingface_hub.utils._validators
import time:      1132 |       3013 |                       huggingface_hub.utils._headers
import time:       623 |        623 |                       huggingface_hub.utils._hf_folder
import time:       488 |        488 |                         huggingface_hub.utils._lfs
import time:      1180 |       1667 |                       huggingface_hub.utils._http
import time:       503 |        503 |                       huggingface_hub.utils._pagination
import time:       595 |        595 |                       huggingface_hub.utils._paths
import time:      1526 |       1526 |                       huggingface_hub.utils._safetensors
import time:       622 |        622 |                       huggingface_hub.utils._telemetry
import time:      4982 |      55812 |                     huggingface_hub.utils
import time:      2077 |      57889 |                   huggingface_hub._local_folder
import time:       484 |        484 |                     huggingface_hub.utils.insecure_hashlib
import time:       721 |       1204 |                   huggingface_hub.utils.sha
import time:      3092 |      62183 |                 huggingface_hub.file_download
import time:      1099 |       1099 |                 huggingface_hub.lfs
import time:      2914 |      67176 |               huggingface_hub._commit_api
import time:       527 |        527 |                   huggingface_hub.inference
import time:       523 |        523 |                       huggingface_hub.inference._generated
import time:       818 |        818 |                         huggingface_hub.inference._generated.types.base
import time:      1856 |       2673 |                       huggingface_hub.inference._generated.types.audio_classification
import time:       991 |        991 |                       huggingface_hub.inference._generated.types.audio_to_audio
import time:      2395 |       2395 |                       huggingface_hub.inference._generated.types.automatic_speech_recognition
import time:     10033 |      10033 |                       huggingface_hub.inference._generated.types.chat_completion
import time:      1227 |       1227 |                       huggingface_hub.inference._generated.types.depth_estimation
import time:      1847 |       1847 |                       huggingface_hub.inference._generated.types.document_question_answering
import time:       976 |        976 |                       huggingface_hub.inference._generated.types.feature_extraction
import time:      1324 |       1324 |                       huggingface_hub.inference._generated.types.fill_mask
import time:      1285 |       1285 |                       huggingface_hub.inference._generated.types.image_classification
import time:      1387 |       1387 |                       huggingface_hub.inference._generated.types.image_segmentation
import time:      1577 |       1577 |                       huggingface_hub.inference._generated.types.image_to_image
import time:      1983 |       1983 |                       huggingface_hub.inference._generated.types.image_to_text
import time:      1547 |       1547 |                       huggingface_hub.inference._generated.types.object_detection
import time:      1704 |       1704 |                       huggingface_hub.inference._generated.types.question_answering
import time:      1148 |       1148 |                       huggingface_hub.inference._generated.types.sentence_similarity
import time:      1276 |       1276 |                       huggingface_hub.inference._generated.types.summarization
import time:      1593 |       1593 |                       huggingface_hub.inference._generated.types.table_question_answering
import time:      1367 |       1367 |                       huggingface_hub.inference._generated.types.text2text_generation
import time:      1246 |       1246 |                       huggingface_hub.inference._generated.types.text_classification
import time:      5086 |       5086 |                       huggingface_hub.inference._generated.types.text_generation
import time:      2163 |       2163 |                       huggingface_hub.inference._generated.types.text_to_audio
import time:      1608 |       1608 |                       huggingface_hub.inference._generated.types.text_to_image
import time:      1881 |       1881 |                       huggingface_hub.inference._generated.types.text_to_speech
import time:      1276 |       1276 |                       huggingface_hub.inference._generated.types.text_to_video
import time:      1387 |       1387 |                       huggingface_hub.inference._generated.types.token_classification
import time:      1433 |       1433 |                       huggingface_hub.inference._generated.types.translation
import time:      1341 |       1341 |                       huggingface_hub.inference._generated.types.video_classification
import time:      1416 |       1416 |                       huggingface_hub.inference._generated.types.visual_question_answering
import time:      1201 |       1201 |                       huggingface_hub.inference._generated.types.zero_shot_classification
import time:      1299 |       1299 |                       huggingface_hub.inference._generated.types.zero_shot_image_classification
import time:      1476 |       1476 |                       huggingface_hub.inference._generated.types.zero_shot_object_detection
import time:      8317 |      67972 |                     huggingface_hub.inference._generated.types
import time:      2004 |      69976 |                   huggingface_hub.inference._common
import time:       720 |        720 |                     huggingface_hub.inference._providers.fal_ai
import time:       687 |        687 |                     huggingface_hub.inference._providers.hf_inference
import time:       558 |        558 |                     huggingface_hub.inference._providers.replicate
import time:       533 |        533 |                     huggingface_hub.inference._providers.sambanova
import time:       588 |        588 |                     huggingface_hub.inference._providers.together
import time:      1843 |       4926 |                   huggingface_hub.inference._providers
import time:      2589 |      78017 |                 huggingface_hub.inference._client
import time:      1182 |       1182 |                 huggingface_hub.inference._generated._async_client
import time:      2918 |      82116 |               huggingface_hub._inference_endpoints
import time:      1629 |       1629 |               huggingface_hub._space_api
import time:      1095 |       1095 |               huggingface_hub._upload_large_folder
import time:      3665 |       3665 |               huggingface_hub.community
import time:      1591 |       1591 |               huggingface_hub.repocard_data
import time:       491 |        491 |               huggingface_hub.utils.endpoint_helpers
import time:      1155 |       1155 |               transformers.utils.backbone_utils
import time:       738 |        738 |                   transformers.utils.logging
import time:     58713 |      59450 |                 transformers.utils.import_utils
import time:       812 |        812 |                   jinja2.bccache
import time:      1031 |       1031 |                       markupsafe._speedups
import time:      1421 |       2452 |                     markupsafe
import time:      1921 |       1921 |                       jinja2.utils
import time:      2600 |       4521 |                     jinja2.nodes
import time:       737 |        737 |                       jinja2.exceptions
import time:      1032 |       1032 |                         jinja2.visitor
import time:      1021 |       2053 |                       jinja2.idtracking
import time:       543 |        543 |                       jinja2.optimizer
import time:      2303 |       5634 |                     jinja2.compiler
import time:       664 |        664 |                         jinja2.async_utils
import time:      1361 |       1361 |                         jinja2.runtime
import time:      2846 |       4870 |                       jinja2.filters
import time:       642 |        642 |                       jinja2.tests
import time:      1258 |       6769 |                     jinja2.defaults
import time:      1242 |       1242 |                       jinja2._identifier
import time:      2244 |       3485 |                     jinja2.lexer
import time:       965 |        965 |                     jinja2.parser
import time:      3656 |      27479 |                   jinja2.environment
import time:      1040 |       1040 |                   jinja2.loaders
import time:      2062 |      31391 |                 jinja2
import time:      1306 |       1306 |                 jinja2.ext
import time:       779 |        779 |                 jinja2.sandbox
import time:       740 |        740 |                     PIL._version
import time:      1098 |       1838 |                   PIL
import time:      3714 |       3714 |                   PIL.ExifTags
import time:       484 |        484 |                     PIL._deprecate
import time:       957 |       1441 |                   PIL.ImageMode
import time:      1046 |       1046 |                   PIL.TiffTags
import time:       505 |        505 |                   PIL._binary
import time:       628 |        628 |                     PIL._typing
import time:       729 |       1356 |                   PIL._util
import time:       539 |        539 |                   defusedxml
import time:       716 |        716 |                   PIL._imaging
import time:      2571 |      13721 |                 PIL.Image
import time:      4617 |     111262 |               transformers.utils.chat_template_utils
import time:       484 |        484 |               transformers.utils.constants
import time:       565 |        565 |               transformers.utils.doc
import time:      1117 |       1117 |               transformers.utils.generic
import time:      4922 |       4922 |               transformers.utils.hub
import time:       581 |        581 |               transformers.utils.peft_utils
import time:     19950 |     301329 |             transformers.utils
import time:       531 |     301859 |           transformers.utils.versions
import time:     14180 |     316533 |         transformers.dependency_versions_check
import time:       843 |        843 |         transformers.utils.dummy_sentencepiece_objects
