import time: self [us] | cumulative | imported package
import time:      1351 |       2855 |                       scipy.linalg.lapack
import time:      1671 |       8165 |                     scipy.linalg._misc
import time:      1432 |       1432 |                       scipy.linalg.cython_lapack
import time:       684 |       2116 |                     scipy.linalg._cythonized_array_utils
import time:       937 |        937 |                               numpy._typing._add_docstring
import time:       840 |       1777 |                             numpy.typing
import time:       666 |        666 |                                 scipy._lib.array_api_compat.common._helpers
import time:      1120 |       1785 |                               scipy._lib.array_api_compat.common
import time:       811 |       2595 |                             scipy._lib.array_api_compat
import time:      1004 |       1004 |                                 numpy._core.strings
import time:       972 |       1976 |                               numpy.strings
import time:       796 |        796 |                                     fileinput
import time:       475 |        475 |                                     numpy.f2py.__version__
import time:       561 |        561 |                                       numpy.f2py.cfuncs
import time:      1588 |       2148 |                                     numpy.f2py.auxfuncs
import time:      1439 |       1439 |                                     numpy.f2py.symbolic
import time:     12873 |      17729 |                                   numpy.f2py.crackfortran
import time:      1639 |       1639 |                                       numpy.f2py.cb_rules
import time:       505 |        505 |                                       numpy.f2py._isocbind
import time:      1836 |       3979 |                                     numpy.f2py.capi_maps
import time:       498 |        498 |                                       numpy.f2py.func2subr
import time:       547 |       1044 |                                     numpy.f2py.common_rules
import time:       473 |        473 |                                     numpy.f2py.use_rules
import time:       528 |        528 |                                     numpy.f2py.f90mod_rules
import time:      4429 |      10452 |                                   numpy.f2py.rules
import time:       550 |        550 |                                   numpy.f2py._backends
import time:      1121 |      29850 |                                 numpy.f2py.f2py2e
import time:       495 |        495 |                                 numpy.f2py.diagnose
import time:       631 |      30975 |                               numpy.f2py
import time:       990 |        990 |                                 numpy._core.defchararray
import time:       975 |       1965 |                               numpy.char
import time:      3114 |       3114 |                                 numpy.ma.core
import time:      1238 |       1238 |                                 numpy.ma.extras
import time:      2996 |       7347 |                               numpy.ma
import time:       653 |        653 |                                 numpy.testing._private
import time:      2114 |       2114 |                                 numpy.testing._private.utils
import time:       549 |        549 |                                 numpy.testing._private.extbuild
import time:       483 |        483 |                                 numpy.testing.overrides
import time:      1808 |       5606 |                               numpy.testing
import time:       438 |        438 |                                   numpy.fft._pocketfft_umath
import time:      1107 |       1545 |                                 numpy.fft._pocketfft
import time:       533 |        533 |                                 numpy.fft._helper
import time:       480 |        480 |                                 numpy.fft.helper
import time:      1395 |       3951 |                               numpy.fft
import time:       572 |        572 |                               numpy.rec
import time:       822 |        822 |                               numpy.ctypeslib
import time:       995 |        995 |                                 scipy._lib.array_api_compat.common._aliases
import time:       518 |        518 |                                 scipy._lib.array_api_compat._internal
import time:      1949 |       3461 |                               scipy._lib.array_api_compat.numpy._aliases
import time:      1385 |       1385 |                                 scipy._lib.array_api_compat.common._linalg
import time:       981 |       2366 |                               scipy._lib.array_api_compat.numpy.linalg
import time:       528 |        528 |                                 scipy._lib.array_api_compat.common._fft
import time:      1018 |       1545 |                               scipy._lib.array_api_compat.numpy.fft
import time:      1555 |      62135 |                             scipy._lib.array_api_compat.numpy
import time:       843 |      67349 |                           scipy._lib._array_api
import time:      1575 |      68924 |                         scipy._lib._util
import time:      1047 |      69971 |                       scipy.linalg._decomp
import time:       573 |        573 |                       scipy.linalg._decomp_svd
import time:       595 |        595 |                       scipy.linalg._solve_toeplitz
import time:      1429 |      72567 |                     scipy.linalg._basic
import time:       575 |        575 |                       scipy.linalg._decomp_lu_cython
import time:       631 |       1205 |                     scipy.linalg._decomp_lu
import time:       546 |        546 |                     scipy.linalg._decomp_ldl
import time:       526 |        526 |                     scipy.linalg._decomp_cholesky
import time:       539 |        539 |                     scipy.linalg._decomp_qr
import time:       537 |        537 |                     scipy.linalg._decomp_qz
import time:       552 |        552 |                     scipy.linalg._decomp_schur
import time:       606 |        606 |                     scipy.linalg._decomp_polar
import time:       516 |        516 |                       scipy.linalg._expm_frechet
import time:       589 |        589 |                         scipy.linalg._matfuncs_sqrtm_triu
import time:       571 |       1159 |                       scipy.linalg._matfuncs_sqrtm
import time:       680 |        680 |                         scipy.linalg.cython_blas
import time:       627 |       1306 |                       scipy.linalg._matfuncs_expm
import time:      1202 |       4182 |                     scipy.linalg._matfuncs
import time:       641 |        641 |                     scipy.linalg._special_matrices
import time:       584 |        584 |                     scipy.linalg._solvers
import time:       505 |        505 |                     scipy.linalg._procrustes
import time:       532 |        532 |                     scipy.linalg._decomp_update
import time:       679 |        679 |                           scipy.sparse._sputils
import time:       658 |        658 |                           scipy.sparse._matrix
import time:      1549 |       2886 |                         scipy.sparse._base
import time:       544 |        544 |                           scipy.sparse._sparsetools
import time:      1299 |       1299 |                             scipy.sparse._data
import time:       589 |        589 |                             scipy.sparse._index
import time:      1747 |       3634 |                           scipy.sparse._compressed
import time:      1178 |       5354 |                         scipy.sparse._csr
import time:       594 |        594 |                         scipy.sparse._csc
import time:       965 |        965 |                           scipy.sparse._csparsetools
import time:       655 |       1619 |                         scipy.sparse._lil
import time:       745 |        745 |                         scipy.sparse._dok
import time:       710 |        710 |                         scipy.sparse._coo
import time:       617 |        617 |                         scipy.sparse._dia
import time:       747 |        747 |                         scipy.sparse._bsr
import time:       662 |        662 |                         scipy.sparse._construct
import time:       511 |        511 |                         scipy.sparse._extract
import time:       598 |        598 |                         scipy.sparse._matrix_io
import time:       782 |        782 |                                   scipy.sparse.linalg._interface
import time:       502 |        502 |                                   scipy.sparse.linalg._isolve.utils
import time:      1346 |       2629 |                                 scipy.sparse.linalg._isolve.iterative
import time:       529 |        529 |                                 scipy.sparse.linalg._isolve.minres
import time:       537 |        537 |                                   scipy.sparse.linalg._isolve._gcrotmk
import time:       940 |       1477 |                                 scipy.sparse.linalg._isolve.lgmres
import time:       529 |        529 |                                 scipy.sparse.linalg._isolve.lsqr
import time:       563 |        563 |                                 scipy.sparse.linalg._isolve.lsmr
import time:       519 |        519 |                                 scipy.sparse.linalg._isolve.tfqmr
import time:      2652 |       8896 |                               scipy.sparse.linalg._isolve
import time:       674 |        674 |                                   scipy.sparse.linalg._dsolve._superlu
import time:       551 |        551 |                                     scikits
import time:        29 |        580 |                                   scikits.umfpack
import time:      1004 |       2257 |                                 scipy.sparse.linalg._dsolve.linsolve
import time:       535 |        535 |                                 scipy.sparse.linalg._dsolve._add_newdocs
import time:      1048 |       3839 |                               scipy.sparse.linalg._dsolve
import time:      1062 |       1062 |                                       scipy._lib.decorator
import time:       556 |       1618 |                                     scipy._lib._threadsafety
import time:       840 |        840 |                                     scipy.sparse.linalg._eigen.arpack._arpack
import time:      1689 |       4146 |                                   scipy.sparse.linalg._eigen.arpack.arpack
import time:      1282 |       5428 |                                 scipy.sparse.linalg._eigen.arpack
import time:       715 |        715 |                                   scipy.sparse.linalg._eigen.lobpcg.lobpcg
import time:      1031 |       1746 |                                 scipy.sparse.linalg._eigen.lobpcg
import time:       281 |        281 |                                     scipy.sparse.linalg._propack
import time:       900 |        900 |                                     scipy.sparse.linalg._propack._spropack
import time:       759 |        759 |                                     scipy.sparse.linalg._propack._dpropack
import time:       771 |        771 |                                     scipy.sparse.linalg._propack._cpropack
import time:       774 |        774 |                                     scipy.sparse.linalg._propack._zpropack
import time:       646 |       4129 |                                   scipy.sparse.linalg._svdp
import time:      1087 |       5216 |                                 scipy.sparse.linalg._eigen._svds
import time:      1287 |      13674 |                               scipy.sparse.linalg._eigen
import time:       622 |        622 |                                   scipy.sparse.linalg._onenormest
import time:       954 |       1575 |                                 scipy.sparse.linalg._expm_multiply
import time:      1166 |       2741 |                               scipy.sparse.linalg._matfuncs
import time:       606 |        606 |                               scipy.sparse.linalg._norm
import time:       734 |        734 |                               scipy.sparse.linalg._special_sparse_arrays
import time:       548 |        548 |                                 scipy._lib.deprecation
import time:       808 |       1355 |                               scipy.sparse.linalg.isolve
import time:       521 |        521 |                               scipy.sparse.linalg.dsolve
import time:       511 |        511 |                               scipy.sparse.linalg.interface
import time:       518 |        518 |                               scipy.sparse.linalg.eigen
import time:       521 |        521 |                               scipy.sparse.linalg.matfuncs
import time:      2155 |      36064 |                             scipy.sparse.linalg
import time:       698 |      36762 |                           scipy.sparse.csgraph._laplacian
import time:       567 |        567 |                               scipy.sparse.csgraph._tools
import time:       544 |       1110 |                             scipy.sparse.csgraph._validation
import time:       674 |       1783 |                           scipy.sparse.csgraph._shortest_path
import time:       684 |        684 |                           scipy.sparse.csgraph._traversal
import time:       579 |        579 |                           scipy.sparse.csgraph._min_spanning_tree
import time:       612 |        612 |                           scipy.sparse.csgraph._flow
import time:       631 |        631 |                           scipy.sparse.csgraph._matching
import time:       576 |        576 |                           scipy.sparse.csgraph._reordering
import time:      1081 |      42705 |                         scipy.sparse.csgraph
import time:       508 |        508 |                         scipy.sparse.base
import time:       474 |        474 |                         scipy.sparse.bsr
import time:       479 |        479 |                         scipy.sparse.compressed
import time:       467 |        467 |                         scipy.sparse.construct
import time:       479 |        479 |                         scipy.sparse.coo
import time:       472 |        472 |                         scipy.sparse.csc
import time:       467 |        467 |                         scipy.sparse.csr
import time:       472 |        472 |                         scipy.sparse.data
import time:       504 |        504 |                         scipy.sparse.dia
import time:       514 |        514 |                         scipy.sparse.dok
import time:       470 |        470 |                         scipy.sparse.extract
import time:       469 |        469 |                         scipy.sparse.lil
import time:       478 |        478 |                         scipy.sparse.sparsetools
import time:       464 |        464 |                         scipy.sparse.sputils
import time:      4924 |      69380 |                       scipy.sparse
import time:       513 |      69892 |                     scipy.linalg._sketches
import time:       535 |        535 |                     scipy.linalg._decomp_cossin
import time:       480 |        480 |                     scipy.linalg.decomp
import time:       477 |        477 |                     scipy.linalg.decomp_cholesky
import time:       484 |        484 |                     scipy.linalg.decomp_lu
import time:       464 |        464 |                     scipy.linalg.decomp_qr
import time:       473 |        473 |                     scipy.linalg.decomp_svd
import time:       473 |        473 |                     scipy.linalg.decomp_schur
import time:       467 |        467 |                     scipy.linalg.basic
import time:       469 |        469 |                     scipy.linalg.misc
import time:       467 |        467 |                     scipy.linalg.special_matrices
import time:       463 |        463 |                     scipy.linalg.matfuncs
import time:      6116 |     175052 |                   scipy.linalg
import time:       515 |        515 |                     scipy.optimize._dcsrch
import time:       941 |       1455 |                   scipy.optimize._linesearch
import time:       561 |        561 |                     scipy.optimize._group_columns
import time:       609 |       1170 |                   scipy.optimize._numdiff
import time:       638 |        638 |                     scipy.optimize._hessian_update_strategy
import time:      1024 |       1662 |                   scipy.optimize._differentiable_functions
import time:      2341 |     181679 |                 scipy.optimize._optimize
import time:       577 |        577 |                     scipy.optimize._trustregion
import time:       946 |       1522 |                   scipy.optimize._trustregion_dogleg
import time:       548 |        548 |                   scipy.optimize._trustregion_ncg
import time:       447 |        447 |                         scipy._lib.messagestream
import time:       738 |       1185 |                       scipy.optimize._trlib._trlib
import time:       544 |       1728 |                     scipy.optimize._trlib
import time:       724 |       2452 |                   scipy.optimize._trustregion_krylov
import time:       566 |        566 |                   scipy.optimize._trustregion_exact
import time:       619 |        619 |                       scipy.optimize._constraints
import time:       590 |        590 |                             sksparse
import time:        26 |        616 |                           sksparse.cholmod
import time:       726 |       1341 |                         scipy.optimize._trustregion_constr.projections
import time:       539 |        539 |                         scipy.optimize._trustregion_constr.qp_subproblem
import time:      1198 |       3078 |                       scipy.optimize._trustregion_constr.equality_constrained_sqp
import time:       588 |        588 |                       scipy.optimize._trustregion_constr.canonical_constraint
import time:       582 |        582 |                       scipy.optimize._trustregion_constr.tr_interior_point
import time:       544 |        544 |                       scipy.optimize._trustregion_constr.report
import time:      2365 |       7774 |                     scipy.optimize._trustregion_constr.minimize_trustregion_constr
import time:       890 |       8664 |                   scipy.optimize._trustregion_constr
import time:       741 |        741 |                     scipy.optimize._lbfgsb
import time:      1186 |       1926 |                   scipy.optimize._lbfgsb_py
import time:       502 |        502 |                     scipy.optimize._moduleTNC
import time:       559 |       1061 |                   scipy.optimize._tnc
import time:       518 |        518 |                     scipy.optimize._cobyla
import time:       577 |       1095 |                   scipy.optimize._cobyla_py
import time:       483 |        483 |                   scipy.optimize._cobyqa_py
import time:       430 |        430 |                     scipy.optimize._slsqp
import time:       601 |       1031 |                   scipy.optimize._slsqp_py
import time:      3796 |      23139 |                 scipy.optimize._minimize
import time:       423 |        423 |                     scipy.optimize._minpack
import time:       584 |        584 |                           scipy.optimize._lsq.common
import time:       883 |       1467 |                         scipy.optimize._lsq.trf
import time:       541 |        541 |                         scipy.optimize._lsq.dogbox
import time:      1466 |       3472 |                       scipy.optimize._lsq.least_squares
import time:       526 |        526 |                           scipy.optimize._lsq.givens_elimination
import time:       558 |       1084 |                         scipy.optimize._lsq.trf_linear
import time:       510 |        510 |                         scipy.optimize._lsq.bvls
import time:      1064 |       2657 |                       scipy.optimize._lsq.lsq_linear
import time:      1227 |       7356 |                     scipy.optimize._lsq
import time:       970 |       8749 |                   scipy.optimize._minpack_py
import time:       558 |        558 |                   scipy.optimize._spectral
import time:      2310 |       2310 |                   scipy.optimize._nonlin
import time:      1307 |      12923 |                 scipy.optimize._root
import time:       411 |        411 |                     scipy.optimize._zeros
import time:       700 |       1111 |                   scipy.optimize._zeros_py
import time:       577 |       1687 |                 scipy.optimize._root_scalar
import time:       503 |        503 |                 scipy.optimize._nnls
import time:      1353 |       1353 |                 scipy.optimize._basinhopping
import time:       511 |        511 |                       scipy.optimize._highs
import time:      1351 |       1862 |                     scipy.optimize._highs._highs_wrapper
import time:       560 |        560 |                     scipy.optimize._highs._highs_constants
import time:       633 |       3054 |                   scipy.optimize._linprog_highs
import time:       808 |        808 |                             scipy.linalg._interpolative
import time:       641 |       1449 |                           scipy.linalg._interpolative_backend
import time:       544 |       1992 |                         scipy.linalg.interpolative
import time:       950 |       2941 |                       scipy.optimize._remove_redundancy
import time:      1096 |       4037 |                     scipy.optimize._linprog_util
import time:       547 |        547 |                     sksparse
import time:       510 |        510 |                       scikits
import time:        28 |        538 |                     scikits.umfpack
import time:      1156 |       6276 |                   scipy.optimize._linprog_ip
import time:       560 |        560 |                   scipy.optimize._linprog_simplex
import time:       615 |        615 |                     scipy.optimize._bglu_dense
import time:       601 |       1216 |                   scipy.optimize._linprog_rs
import time:       518 |        518 |                   scipy.optimize._linprog_doc
import time:      2558 |      14180 |                 scipy.optimize._linprog
import time:       428 |        428 |                 scipy.optimize._lsap
import time:       753 |        753 |                 scipy.optimize._differentialevolution
import time:       587 |        587 |                   scipy.optimize._pava_pybind
import time:       545 |       1131 |                 scipy.optimize._isotonic
import time:       819 |        819 |                     scipy.spatial._ckdtree
import time:       819 |       1637 |                   scipy.spatial._kdtree
import time:       874 |        874 |                   scipy.spatial._qhull
import time:       544 |        544 |                     scipy.spatial._voronoi
import time:       836 |       1380 |                   scipy.spatial._spherical_voronoi
import time:      1278 |       1278 |                   scipy.spatial._plotutils
import time:       506 |        506 |                   scipy.spatial._procrustes
import time:       446 |        446 |                       scipy.spatial._distance_wrap
import time:       549 |        549 |                       scipy.spatial._hausdorff
import time:       896 |        896 |                         scipy.special._sf_error
import time:       705 |        705 |                           scipy.special._ufuncs_cxx
import time:       764 |        764 |                           scipy.special._special_ufuncs
import time:      1338 |       2806 |                         scipy.special._ufuncs
import time:       599 |        599 |                         scipy.special._support_alternative_backends
import time:       576 |        576 |                           scipy.special._gufuncs
import time:       504 |        504 |                           scipy.special._specfun
import time:       449 |        449 |                           scipy.special._comb
import time:       905 |       2434 |                         scipy.special._basic
import time:       523 |        523 |                         scipy.special._logsumexp
import time:       771 |        771 |                         scipy.special._orthogonal
import time:       536 |        536 |                         scipy.special._spfun_stats
import time:       537 |        537 |                           scipy.special._ellip_harm_2
import time:       563 |       1100 |                         scipy.special._ellip_harm
import time:       508 |        508 |                         scipy.special._lambertw
import time:       498 |        498 |                         scipy.special._spherical_bessel
import time:       470 |        470 |                         scipy.special.add_newdocs
import time:       476 |        476 |                         scipy.special.basic
import time:       476 |        476 |                         scipy.special.orthogonal
import time:       452 |        452 |                         scipy.special.specfun
import time:       459 |        459 |                         scipy.special.sf_error
import time:       449 |        449 |                         scipy.special.spfun_stats
import time:      4994 |      18440 |                       scipy.special
import time:       739 |        739 |                       scipy.spatial._distance_pybind
import time:      2977 |      23151 |                     scipy.spatial.distance
import time:      1215 |      24365 |                   scipy.spatial._geometric_slerp
import time:       503 |        503 |                   scipy.spatial.ckdtree
import time:       482 |        482 |                   scipy.spatial.kdtree
import time:       465 |        465 |                   scipy.spatial.qhull
import time:       556 |        556 |                       backports_abc
import time:      3487 |       3487 |                           scipy.constants._codata
import time:       737 |        737 |                           scipy.constants._constants
import time:       533 |        533 |                           scipy.constants.codata
import time:       555 |        555 |                           scipy.constants.constants
import time:      2716 |       8026 |                         scipy.constants
import time:       531 |       8556 |                       scipy.spatial.transform._rotation_groups
import time:      1056 |      10167 |                     scipy.spatial.transform._rotation
import time:       571 |        571 |                     scipy.spatial.transform._rotation_spline
import time:       462 |        462 |                     scipy.spatial.transform.rotation
import time:      1093 |      12291 |                   scipy.spatial.transform
import time:       523 |        523 |                     scipy.optimize._shgo_lib
import time:       712 |        712 |                     scipy.optimize._shgo_lib._vertex
import time:      1027 |       2261 |                   scipy.optimize._shgo_lib._complex
import time:      3429 |      49467 |                 scipy.optimize._shgo
import time:       686 |        686 |                 scipy.optimize._dual_annealing
import time:       535 |        535 |                 scipy.optimize._qap
import time:       413 |        413 |                   scipy.optimize._direct
import time:       535 |        948 |                 scipy.optimize._direct_py
import time:       588 |        588 |                 scipy.optimize._milp
import time:       629 |        629 |                 scipy.optimize.cobyla
import time:       587 |        587 |                 scipy.optimize.lbfgsb
import time:       491 |        491 |                 scipy.optimize.linesearch
import time:       487 |        487 |                 scipy.optimize.minpack
import time:       481 |        481 |                 scipy.optimize.minpack2
import time:       495 |        495 |                 scipy.optimize.moduleTNC
import time:       456 |        456 |                 scipy.optimize.nonlin
import time:       473 |        473 |                 scipy.optimize.optimize
import time:       471 |        471 |                 scipy.optimize.slsqp
import time:       478 |        478 |                 scipy.optimize.tnc
import time:       467 |        467 |                 scipy.optimize.zeros
import time:      7692 |     303195 |               scipy.optimize
import time:       762 |     303956 |             transformers.loss.loss_for_object_detection
import time:      1284 |     311747 |           transformers.loss.loss_deformable_detr
import time:       673 |        673 |           transformers.loss.loss_rt_detr
import time:      1237 |     314162 |         transformers.loss.loss_utils
import time:      1548 |       1548 |             transformers.models.auto.configuration_auto
import time:      3677 |       3677 |             transformers.utils.quantization_config
import time:       661 |        661 |               transformers.quantizers.base
import time:      1546 |       2206 |             transformers.quantizers.quantizer_aqlm
import time:       663 |        663 |             transformers.quantizers.quantizer_awq
import time:       569 |        569 |             transformers.quantizers.quantizer_bitnet
import time:       476 |        476 |               transformers.quantizers.quantizers_utils
import time:       865 |       1340 |             transformers.quantizers.quantizer_bnb_4bit
import time:       580 |        580 |             transformers.quantizers.quantizer_bnb_8bit
import time:       536 |        536 |             transformers.quantizers.quantizer_compressed_tensors
import time:       547 |        547 |             transformers.quantizers.quantizer_eetq
import time:       563 |        563 |             transformers.quantizers.quantizer_fbgemm_fp8
import time:       535 |        535 |             transformers.quantizers.quantizer_gptq
import time:      1111 |       1111 |             transformers.quantizers.quantizer_hqq
import time:       598 |        598 |             transformers.quantizers.quantizer_quanto
import time:       581 |        581 |             transformers.quantizers.quantizer_torchao
import time:      4777 |      19825 |           transformers.quantizers.auto
import time:       797 |      20622 |         transformers.quantizers
import time:       593 |        593 |         transformers.safetensors_conversion
import time:      6407 |     341782 |       transformers.modeling_utils
import time:       568 |        568 |       transformers.models.qwen2.configuration_qwen2
import time:       536 |        536 |       cosyvoice.transformer.label_smoothing_loss
import time:     23139 |    1680433 |     cosyvoice.llm.llm
import time:       266 |        266 |       cosyvoice.flow
import time:       679 |        679 |             antlr4.Token
import time:       502 |        502 |             antlr4.InputStream
import time:       473 |        473 |             antlr4.FileStream
import time:       476 |        476 |             antlr4.StdinStream
import time:       501 |        501 |                 antlr4.error
import time:       486 |        486 |                       antlr4.tree
import time:       764 |       1250 |                     antlr4.tree.Tree
import time:       591 |        591 |                       antlr4.Utils
import time:       955 |       1545 |                     antlr4.tree.Trees
import time:      1040 |       3834 |                   antlr4.RuleContext
import time:       797 |       4630 |                 antlr4.ParserRuleContext
import time:       525 |        525 |                   antlr4.error.ErrorListener
import time:       786 |       1311 |                 antlr4.Recognizer
import time:      1248 |       7688 |               antlr4.error.Errors
import time:       805 |       8493 |             antlr4.BufferedTokenStream
import time:       492 |        492 |                 antlr4.CommonTokenFactory
import time:       535 |        535 |                   antlr4.atn
import time:       523 |        523 |                       antlr4.IntervalSet
import time:       588 |        588 |                       antlr4.atn.ATNType
import time:       575 |        575 |                           antlr4.atn.SemanticContext
import time:      1321 |       1896 |                         antlr4.atn.Transition
import time:       918 |       2814 |                       antlr4.atn.ATNState
import time:      1002 |       4926 |                     antlr4.atn.ATN
import time:       864 |       5789 |                   antlr4.PredictionContext
import time:       828 |        828 |                       antlr4.atn.LexerAction
import time:       817 |       1644 |                     antlr4.atn.LexerActionExecutor
import time:       833 |       2477 |                   antlr4.atn.ATNConfig
import time:       568 |        568 |                     antlr4.atn.ATNConfigSet
import time:       520 |        520 |                       antlr4.dfa
import time:       657 |       1177 |                     antlr4.dfa.DFAState
import time:      1048 |       2793 |                   antlr4.atn.ATNSimulator
import time:      1629 |      13221 |                 antlr4.atn.LexerATNSimulator
import time:      1177 |      14890 |               antlr4.Lexer
import time:       796 |      15685 |             antlr4.CommonTokenStream
import time:       665 |        665 |               antlr4.error.ErrorStrategy
import time:       483 |        483 |                 antlr4.atn.ATNDeserializationOptions
import time:       901 |       1384 |               antlr4.atn.ATNDeserializer
import time:       503 |        503 |                 antlr4.ListTokenSource
import time:       485 |        485 |                 antlr4.tree.Chunk
import time:       494 |        494 |                 antlr4.tree.RuleTagToken
import time:       490 |        490 |                 antlr4.tree.TokenTagToken
import time:      1527 |       3497 |               antlr4.tree.ParseTreePatternMatcher
import time:      1597 |       7141 |             antlr4.Parser
import time:       585 |        585 |             antlr4.dfa.DFA
import time:       646 |        646 |               antlr4.atn.PredictionMode
import time:      1266 |       1911 |             antlr4.atn.ParserATNSimulator
import time:       562 |        562 |             antlr4.error.DiagnosticErrorListener
import time:      3651 |      40153 |           antlr4
import time:      1458 |       1458 |             omegaconf.errors
import time:       505 |        505 |                     omegaconf.grammar
import time:       631 |       1135 |                   omegaconf.grammar.gen
import time:     75218 |      76353 |                 omegaconf.grammar.gen.OmegaConfGrammarLexer
import time:      2399 |       2399 |                 omegaconf.grammar.gen.OmegaConfGrammarParser
import time:       637 |        637 |                 omegaconf.grammar.gen.OmegaConfGrammarParserVisitor
import time:      1986 |      81373 |               omegaconf.grammar_visitor
import time:      1431 |      82804 |             omegaconf.grammar_parser
import time:       518 |        518 |                 attr._compat
import time:       503 |        503 |                   attr._config
import time:       586 |        586 |                     attr.exceptions
import time:       954 |       1540 |                   attr.setters
import time:      3075 |       5117 |                 attr._make
import time:      1522 |       7156 |               attr.converters
import time:       516 |        516 |               attr.filters
import time:      5855 |       5855 |               attr.validators
import time:       553 |        553 |               attr._cmp
import time:       528 |        528 |               attr._funcs
import time:       559 |        559 |               attr._next_gen
import time:      1022 |       1022 |               attr._version_info
import time:      2191 |      18376 |             attr
import time:      1789 |     104426 |           omegaconf._utils
import time:      3182 |     147760 |         omegaconf.base
import time:       896 |        896 |           omegaconf.basecontainer
import time:       943 |        943 |           omegaconf.nodes
import time:      1659 |       3497 |         omegaconf.dictconfig
import time:      1185 |       1185 |         omegaconf.listconfig
import time:       646 |        646 |               omegaconf.resolvers.oc.dict
import time:      1108 |       1754 |             omegaconf.resolvers.oc
import time:       831 |       2584 |           omegaconf.resolvers
import time:      3107 |       5690 |         omegaconf.omegaconf
import time:       472 |        472 |         omegaconf.version
import time:      2583 |     161185 |       omegaconf
import time:       526 |        526 |       cosyvoice.utils.mask
import time:      2360 |     164336 |     cosyvoice.flow.flow
import time:       268 |        268 |       cosyvoice.hifigan
import time:       652 |        652 |         scipy.signal._sigtools
import time:       816 |        816 |                 uarray
import time:       527 |        527 |                     scipy._lib._uarray._uarray
import time:      1207 |       1734 |                   scipy._lib._uarray._backend
import time:       888 |       2621 |                 scipy._lib._uarray
import time:       505 |       3941 |               scipy._lib.uarray
import time:      2011 |       5952 |             scipy.fft._basic
import time:       875 |        875 |             scipy.fft._realtransforms
import time:       555 |        555 |               scipy.fft._fftlog_backend
import time:       837 |       1392 |             scipy.fft._fftlog
import time:       633 |        633 |                   scipy.fft._pocketfft.pypocketfft
import time:       563 |        563 |                   scipy.fft._pocketfft.helper
import time:      1210 |       2405 |                 scipy.fft._pocketfft.basic
import time:       514 |        514 |                 scipy.fft._pocketfft.realtransforms
import time:      1109 |       4027 |               scipy.fft._pocketfft
import time:       589 |       4616 |             scipy.fft._helper
import time:       759 |        759 |               scipy.fft._basic_backend
import time:       564 |        564 |               scipy.fft._realtransforms_backend
import time:       601 |       1923 |             scipy.fft._backend
import time:      3254 |      18009 |           scipy.signal.windows._windows
import time:       523 |        523 |           scipy.signal.windows.windows
import time:      1616 |      20147 |         scipy.signal.windows
import time:       541 |        541 |         scipy.signal._waveforms
import time:       535 |        535 |           scipy.signal._max_len_seq_inner
import time:       586 |       1120 |         scipy.signal._max_len_seq
import time:       603 |        603 |           scipy.signal._upfirdn_apply
import time:       554 |       1156 |         scipy.signal._upfirdn
import time:       405 |        405 |         scipy.signal._spline
import time:       572 |        572 |                       scipy.interpolate._fitpack
import time:       541 |        541 |                       scipy.interpolate._dfitpack
import time:       932 |       2044 |                     scipy.interpolate._fitpack_impl
import time:       584 |        584 |                         backports_abc
import time:       749 |       1333 |                       scipy.interpolate._bspl
import time:       830 |       2162 |                     scipy.interpolate._bsplines
import time:      1577 |       5782 |                   scipy.interpolate._fitpack_py
import time:       773 |        773 |                   scipy.interpolate._polyint
import time:       717 |        717 |                   scipy.interpolate._ppoly
import time:       700 |        700 |                   scipy.interpolate.interpnd
import time:      1483 |       9453 |                 scipy.interpolate._interpolate
import time:       863 |        863 |                 scipy.interpolate._fitpack2
import time:       610 |        610 |                 scipy.interpolate._rbf
import time:       540 |        540 |                   scipy.interpolate._rbfinterp_pythran
import time:       702 |       1242 |                 scipy.interpolate._rbfinterp
import time:       671 |        671 |                 scipy.interpolate._cubic
import time:       540 |        540 |                 scipy.interpolate._ndgriddata
import time:       487 |        487 |                 scipy.interpolate._pade
import time:       599 |        599 |                   scipy.interpolate._rgi_cython
import time:       584 |        584 |                   scipy.interpolate._ndbspline
import time:      1025 |       2208 |                 scipy.interpolate._rgi
import time:       488 |        488 |                 scipy.interpolate.fitpack
import time:       498 |        498 |                 scipy.interpolate.fitpack2
import time:       497 |        497 |                 scipy.interpolate.interpolate
import time:       478 |        478 |                 scipy.interpolate.ndgriddata
import time:       461 |        461 |                 scipy.interpolate.polyint
import time:       458 |        458 |                 scipy.interpolate.rbf
import time:      4362 |      23311 |               scipy.interpolate
import time:       516 |        516 |                 scipy.signal._arraytools
import time:      1442 |       1958 |               scipy.signal._filter_design
import time:       588 |        588 |               scipy.signal._lti_conversion
import time:      2575 |      28430 |             scipy.signal._ltisys
import time:       496 |        496 |               scipy.ndimage._ni_support
import time:       452 |        452 |               scipy.ndimage._nd_image
import time:       529 |        529 |                 scipy._lib.doccer
import time:       610 |       1138 |               scipy.ndimage._ni_docstrings
import time:      2606 |       4691 |             scipy.ndimage._filters
import time:       547 |        547 |             scipy.ndimage._fourier
import time:      1377 |       1377 |             scipy.ndimage._interpolation
import time:       627 |        627 |               scipy.ndimage._ni_label
import time:       663 |        663 |               scipy.ndimage._morphology
import time:       679 |       1968 |             scipy.ndimage._measurements
import time:       500 |        500 |             scipy.ndimage.filters
import time:       478 |        478 |             scipy.ndimage.fourier
import time:       566 |        566 |             scipy.ndimage.interpolation
import time:       477 |        477 |             scipy.ndimage.measurements
