import time: self [us] | cumulative | imported package
import time:     11875 |      11875 |                               sympy.polys.matrices.sdm
import time:       869 |        869 |                               sympy.polys.matrices.dfm
import time:     36302 |      57901 |                             sympy.polys.matrices.ddm
import time:       886 |        886 |                             sympy.polys.matrices.rref
import time:     23068 |      83821 |                           sympy.polys.matrices.domainmatrix
import time:     20134 |     103955 |                         sympy.polys.matrices
import time:        39 |     103994 |                       sympy.polys.matrices.exceptions
import time:      1589 |       1589 |                         sympy.printing.numpy
import time:     11717 |      13306 |                       sympy.printing.lambdarepr
import time:      9970 |     127268 |                     sympy.polys.numberfields.utilities
import time:       894 |        894 |                         sympy.polys.matrices.normalforms
import time:       802 |        802 |                         sympy.polys.numberfields.exceptions
import time:     16945 |      18640 |                       sympy.polys.numberfields.modules
import time:     12617 |      31257 |                     sympy.polys.numberfields.basis
import time:      1062 |       1062 |                     sympy.polys.numberfields.primes
import time:      1113 |       1113 |                       sympy.polys.numberfields.galois_resolvents
import time:      7761 |       8873 |                     sympy.polys.numberfields.galoisgroups
import time:     40704 |     231540 |                   sympy.polys.numberfields
import time:       811 |        811 |                       sympy.matrices.exceptions
import time:       971 |        971 |                       sympy.matrices.kind
import time:       956 |        956 |                           sympy.matrices.utilities
import time:      1215 |       1215 |                           sympy.matrices.determinant
import time:     20420 |      22590 |                         sympy.matrices.decompositions
import time:      2599 |       2599 |                               sympy.tensor.indexed
import time:       962 |        962 |                               sympy.tensor.index_methods
import time:      1358 |       1358 |                               sympy.tensor.functions
import time:       968 |        968 |                                     sympy.tensor.array.ndim_array
import time:      6931 |       7899 |                                   sympy.tensor.array.mutable_ndim_array
import time:      5426 |      13325 |                                 sympy.tensor.array.dense_ndim_array
import time:       969 |        969 |                                 sympy.tensor.array.sparse_ndim_array
import time:      1019 |       1019 |                                 sympy.tensor.array.arrayop
import time:      9359 |       9359 |                                 sympy.tensor.array.array_comprehension
import time:     24625 |      49296 |                               sympy.tensor.array
import time:     20940 |      75153 |                             sympy.tensor
import time:        31 |      75184 |                           sympy.tensor.array
import time:       953 |        953 |                           sympy.matrices.reductions
import time:       847 |        847 |                                         sympy.polys.agca.ideals
import time:      6946 |       7793 |                                       sympy.polys.agca.modules
import time:      8977 |      16770 |                                     sympy.polys.agca.homomorphisms
import time:      7426 |      24195 |                                   sympy.polys.agca
import time:       904 |      25098 |                                 sympy.polys.agca.extensions
import time:      6557 |      31654 |                               sympy.polys.matrices.eigen
import time:     11336 |      42990 |                             sympy.matrices.eigen
import time:      8262 |      51251 |                           sympy.matrices.solvers
import time:       770 |        770 |                           sympy.matrices.inverse
import time:       727 |        727 |                           sympy.matrices.subspaces
import time:       777 |        777 |                           sympy.matrices.graph
import time:     40251 |     169911 |                         sympy.matrices.matrixbase
import time:      1082 |       1082 |                         sympy.matrices.repmatrix
import time:     30873 |     224454 |                       sympy.matrices.dense
import time:       959 |        959 |                       sympy.matrices.sparse
import time:       676 |        676 |                       sympy.matrices.sparsetools
import time:       985 |        985 |                                     sympy.strategies.util
import time:      6434 |       7418 |                                   sympy.strategies.rl
import time:       905 |        905 |                                     sympy.strategies.core
import time:      6324 |       7229 |                                   sympy.strategies.traverse
import time:      5457 |       5457 |                                   sympy.strategies.tools
import time:       781 |        781 |                                       sympy.strategies.branch.core
import time:      6241 |       7022 |                                     sympy.strategies.branch.traverse
import time:      5116 |       5116 |                                     sympy.strategies.branch.tools
import time:     11069 |      23207 |                                   sympy.strategies.branch
import time:     18398 |      61707 |                                 sympy.strategies
import time:      7305 |       7305 |                                 sympy.matrices.expressions._shape
import time:      1336 |       1336 |                                     sympy.matrices.expressions.special
import time:     12824 |      14159 |                                   sympy.matrices.expressions.matpow
import time:      6313 |      20471 |                                 sympy.matrices.expressions.inverse
import time:       846 |        846 |                                 sympy.matrices.expressions.transpose
import time:      1025 |       1025 |                                 sympy.matrices.expressions.permutation
import time:     23280 |     114632 |                               sympy.matrices.expressions.matmul
import time:      1381 |       1381 |                               sympy.matrices.expressions.matadd
import time:      1305 |       1305 |                               sympy.matrices.expressions.determinant
import time:     27230 |     144547 |                             sympy.matrices.expressions.matexpr
import time:      1192 |     145739 |                           sympy.matrices.expressions.slice
import time:       985 |        985 |                             sympy.matrices.expressions.trace
import time:      6739 |       7723 |                           sympy.matrices.expressions.blockmatrix
import time:       882 |        882 |                           sympy.matrices.expressions.companion
import time:      1024 |       1024 |                           sympy.matrices.expressions.funcmatrix
import time:       824 |        824 |                           sympy.matrices.expressions.adjoint
import time:      1131 |       1131 |                           sympy.matrices.expressions.hadamard
import time:      7960 |       7960 |                           sympy.matrices.expressions.diagonal
import time:       814 |        814 |                           sympy.matrices.expressions.dotproduct
import time:      1136 |       1136 |                           sympy.matrices.expressions.kronecker
import time:       869 |        869 |                           sympy.matrices.expressions.sets
import time:     59174 |     227273 |                         sympy.matrices.expressions
import time:      1760 |     229032 |                       sympy.matrices.immutable
import time:     34950 |     491852 |                     sympy.matrices
import time:       871 |     492722 |                   sympy.polys.partfrac
import time:      1067 |       1067 |                   sympy.polys.fields
import time:     42007 |    1965237 |                 sympy.polys
import time:      1225 |       1225 |                   sympy.series.order
import time:       891 |        891 |                         sympy.calculus.euler
import time:       770 |        770 |                         sympy.calculus.singularities
import time:       784 |        784 |                         sympy.calculus.finite_diff
import time:      1356 |       1356 |                           sympy.calculus.accumulationbounds
import time:      7726 |       9082 |                         sympy.calculus.util
import time:     29724 |      41249 |                       sympy.calculus
import time:        31 |      41279 |                     sympy.calculus.accumulationbounds
import time:      1117 |       1117 |                     sympy.series.gruntz
import time:      8018 |      50413 |                   sympy.series.limits
import time:       672 |        672 |                   sympy.series.series
import time:       800 |        800 |                   sympy.series.approximants
import time:       726 |        726 |                   sympy.series.residues
import time:      1839 |       1839 |                   sympy.series.sequences
import time:       794 |        794 |                     sympy.series.series_class
import time:      6306 |       7099 |                   sympy.series.fourier
import time:      1045 |       1045 |                         sympy.discrete.transforms
import time:       844 |        844 |                         sympy.discrete.convolutions
import time:     13808 |      15696 |                       sympy.discrete
import time:        32 |      15727 |                     sympy.discrete.convolutions
import time:      1681 |      17408 |                   sympy.series.formal
import time:       799 |        799 |                   sympy.series.limitseq
import time:     60284 |     141260 |                 sympy.series
import time:      1261 |       1261 |                       sympy.concrete.expr_with_limits
import time:      8976 |      10237 |                     sympy.concrete.expr_with_intlimits
import time:       804 |        804 |                       sympy.concrete.gosper
import time:       914 |        914 |                             sympy.integrals.rationaltools
import time:      9742 |       9742 |                             sympy.integrals.deltafunctions
import time:      1743 |       1743 |                             sympy.integrals.meijerint
import time:       892 |        892 |                             sympy.integrals.trigonometry
import time:     28958 |      42247 |                           sympy.integrals.integrals
import time:       533 |        533 |                                   sympy.polys.domainmatrix
import time:      4994 |       5527 |                                 sympy.polys.solvers
import time:      6815 |      12341 |                               sympy.polys.matrices.linsolve
import time:     16519 |      28859 |                             sympy.integrals.laplace
import time:      8965 |      37824 |                           sympy.integrals.transforms
import time:       732 |        732 |                           sympy.integrals.singularityfunctions
import time:      8604 |      89406 |                         sympy.integrals
import time:        37 |      89443 |                       sympy.integrals.integrals
import time:      7285 |      97530 |                     sympy.concrete.summations
import time:     15525 |     123291 |                   sympy.concrete.products
import time:      7218 |     130508 |                 sympy.concrete
import time:      1101 |       1101 |                       sympy.simplify.gammasimp
import time:      7824 |       8925 |                     sympy.simplify.combsimp
import time:       833 |        833 |                     sympy.simplify.cse_opts
import time:      1717 |       1717 |                       sympy.simplify.powsimp
import time:      7869 |       9586 |                     sympy.simplify.hyperexpand
import time:       830 |        830 |                       sympy.simplify.sqrtdenest
import time:      7649 |       8478 |                     sympy.simplify.radsimp
import time:      7661 |       7661 |                       sympy.simplify.cse_main
import time:       850 |        850 |                       sympy.strategies.tree
import time:     14908 |      23418 |                     sympy.simplify.trigsimp
import time:     41222 |      92461 |                   sympy.simplify.simplify
import time:      1089 |       1089 |                   sympy.simplify.fu
import time:       744 |        744 |                   sympy.simplify.epathtools
import time:       873 |        873 |                   sympy.simplify.ratsimp
import time:     30455 |     125620 |                 sympy.simplify
import time:       977 |        977 |                     sympy.solvers.polysys
import time:     12309 |      12309 |                     sympy.solvers.bivariate
import time:     13970 |      27254 |                   sympy.solvers.solvers
import time:      1441 |       1441 |                       sympy.solvers.solveset
import time:     13716 |      15157 |                     sympy.solvers.diophantine.diophantine
import time:     10721 |      25877 |                   sympy.solvers.diophantine
import time:      7252 |       7252 |                   sympy.solvers.recurr
import time:       715 |        715 |                       sympy.solvers.deutils
import time:       867 |        867 |                         sympy.solvers.ode.riccati
import time:     13614 |      13614 |                         sympy.solvers.ode.hypergeometric
import time:       781 |        781 |                           sympy.solvers.ode.subscheck
import time:      7855 |       8635 |                         sympy.solvers.ode.nonhomogeneous
import time:       979 |        979 |                           sympy.solvers.pde
import time:      9504 |      10483 |                         sympy.solvers.ode.lie_group
import time:     30151 |      63749 |                       sympy.solvers.ode.single
import time:     14689 |      79152 |                     sympy.solvers.ode.ode
import time:      1385 |       1385 |                     sympy.solvers.ode.systems
import time:     10437 |      90972 |                   sympy.solvers.ode
import time:      1035 |       1035 |                   sympy.solvers.inequalities
import time:       757 |        757 |                   sympy.solvers.decompogen
import time:      1199 |       1199 |                   sympy.solvers.simplex
import time:     39035 |     193379 |                 sympy.solvers
import time:       557 |        557 |                     sympy.geometry.exceptions
import time:      6496 |       6496 |                       sympy.sets.handlers.intersection
import time:      3401 |       3401 |                       sympy.sets.handlers.union
import time:     14146 |      24042 |                     sympy.geometry.entity
import time:     12041 |      36640 |                   sympy.geometry.point
import time:       901 |        901 |                     sympy.geometry.util
import time:      8179 |       9080 |                   sympy.geometry.line
import time:      1220 |       1220 |                   sympy.geometry.plane
import time:      7516 |       7516 |                     sympy.geometry.polygon
import time:      9305 |      16821 |                   sympy.geometry.ellipse
import time:       897 |        897 |                   sympy.geometry.curve
import time:       909 |        909 |                   sympy.geometry.parabola
import time:     36419 |     101983 |                 sympy.geometry
import time:      1700 |       1700 |                   sympy.parsing.sympy_parser
import time:      8795 |      10495 |                 sympy.parsing
import time:      1273 |       1273 |                   sympy.algebras.quaternion
import time:      8729 |      10001 |                 sympy.algebras
import time:       689 |        689 |                       sympy.plotting.backends
import time:       839 |        839 |                         sympy.plotting.utils
import time:       848 |        848 |                             sympy.plotting.intervalmath.interval_membership
import time:      6128 |       6976 |                           sympy.plotting.intervalmath.interval_arithmetic
import time:      6276 |       6276 |                           sympy.plotting.intervalmath.lib_interval
import time:     13335 |      26586 |                         sympy.plotting.intervalmath
import time:      9425 |      36849 |                       sympy.plotting.series
import time:     10268 |      47806 |                     sympy.plotting.backends.base_backend
import time:      1055 |       1055 |                       sympy.plotting.backends.matplotlibbackend.matplotlib
import time:      6924 |       7979 |                     sympy.plotting.backends.matplotlibbackend
import time:       712 |        712 |                         sympy.plotting.textplot
import time:      6205 |       6917 |                       sympy.plotting.backends.textbackend.text
import time:      6535 |      13452 |                     sympy.plotting.backends.textbackend
import time:       858 |        858 |                     sympy.plotting.plotgrid
import time:     21349 |      91442 |                   sympy.plotting.plot
import time:       714 |        714 |                   sympy.plotting.plot_implicit
import time:       791 |        791 |                   sympy.plotting.pygletplot
import time:     20678 |     113624 |                 sympy.plotting
import time:       961 |        961 |                   sympy.interactive.printing
import time:       830 |        830 |                   sympy.interactive.session
import time:       808 |        808 |                   sympy.interactive.traversal
import time:     22802 |      25400 |                 sympy.interactive
import time:     70518 |    3747758 |               sympy
import time:      1595 |       1595 |               torch.utils._sympy.numbers
import time:     12005 |    3762305 |             torch.utils._sympy.functions
import time:      1000 |       1000 |             torch.utils._sympy.printers
import time:      1641 |       1641 |             torch.utils._sympy.singleton_int
import time:       939 |        939 |             torch.utils._sympy.solve
import time:      1082 |       1082 |             torch.utils._sympy.symbol
import time:       830 |        830 |               torch.utils._sympy.interp
import time:      7814 |       8644 |             torch.utils._sympy.value_ranges
import time:     59553 |    3856108 |           torch.fx.experimental.symbolic_shapes
import time:     14072 |    3870179 |         torch._functorch._aot_autograd.functional_utils
import time:      1107 |       1107 |           torch.testing._internal
import time:      1505 |       2611 |         torch.testing._internal.logging_tensor
import time:     16530 |    3889320 |       torch.utils.checkpoint
import time:      1561 |       1561 |       transformers.activations
import time:      1240 |       1240 |         transformers.configuration_utils
import time:       948 |        948 |         transformers.utils.deprecation
import time:     18351 |      20538 |       transformers.cache_utils
import time:      1132 |       1132 |       transformers.generation
import time:      6675 |       6675 |       transformers.integrations.deepspeed
import time:       699 |        699 |       transformers.integrations.fsdp
import time:     18378 |      18378 |       transformers.modeling_outputs
import time:     29493 |      29493 |             safetensors._safetensors_rust
import time:       969 |      30462 |           safetensors
import time:      5489 |      35950 |         safetensors.torch
import time:      8024 |      43974 |       transformers.pytorch_utils
import time:      1209 |       1209 |       transformers.generation.beam_constraints
import time:      1281 |       1281 |       transformers.generation.beam_search
import time:      1998 |       1998 |         transformers.generation.logits_process
import time:     14070 |      16068 |       transformers.generation.candidate_generator
import time:      2043 |       2043 |       transformers.generation.configuration_utils
import time:      1206 |       1206 |       transformers.generation.stopping_criteria
import time:      1445 |       1445 |             huggingface_hub.serialization._base
import time:       737 |        737 |             huggingface_hub.serialization._tensorflow
import time:      1535 |       1535 |             huggingface_hub.serialization._torch
import time:      1193 |       1193 |                 accelerate.utils.constants
import time:      7863 |       7863 |                   accelerate.utils.environment
import time:      2324 |       2324 |                     accelerate.utils.versions
import time:       649 |        649 |                         torch_xla
import time:        23 |        672 |                       torch_xla.core
import time:        21 |        692 |                     torch_xla.core.xla_model
import time:      6396 |       9411 |                   accelerate.utils.imports
import time:     24102 |      41376 |                 accelerate.utils.dataclasses
import time:      8444 |       8444 |                   accelerate.state
import time:       753 |        753 |                   accelerate.utils.memory
import time:       952 |        952 |                   accelerate.utils.offload
import time:      2516 |       2516 |                   accelerate.utils.tqdm
import time:     29333 |      41995 |                 accelerate.utils.modeling
import time:      1190 |       1190 |                 accelerate.utils.operations
import time:       900 |        900 |                             accelerate.commands
import time:      3404 |       3404 |                                 accelerate.commands.config.config_args
import time:       810 |        810 |                                       accelerate.commands.menu.cursor
import time:       659 |        659 |                                         accelerate.commands.menu.keymap
import time:      6554 |       7213 |                                       accelerate.commands.menu.input
import time:       816 |        816 |                                       accelerate.commands.menu.helpers
import time:       734 |        734 |                                       google
import time:     11563 |      21134 |                                     accelerate.commands.menu.selection_menu
import time:      7016 |      28149 |                                   accelerate.commands.menu
import time:       796 |      28945 |                                 accelerate.commands.config.config_utils
import time:     12061 |      44408 |                               accelerate.commands.config.cluster
import time:      1321 |       1321 |                               accelerate.commands.config.sagemaker
import time:     13094 |      58823 |                             accelerate.commands.config.config
import time:       895 |        895 |                             accelerate.commands.config.default
import time:       859 |        859 |                             accelerate.commands.config.update
import time:     17426 |      78900 |                           accelerate.commands.config
import time:        31 |      78931 |                         accelerate.commands.config.default
import time:       951 |        951 |                         accelerate.logging
import time:       791 |        791 |                         accelerate.utils.transformer_engine
import time:      1023 |       1023 |                           numpy.core._utils
import time:      6130 |       7152 |                         numpy.core
import time:     16686 |     104510 |                       accelerate.utils.other
import time:      7601 |     112110 |                     accelerate.hooks
import time:      8083 |     120193 |                   accelerate.big_modeling
import time:      8106 |     128299 |                 accelerate.utils.bnb
import time:       857 |        857 |                 accelerate.utils.fsdp_utils
import time:      1018 |       1018 |                 accelerate.utils.launch
import time:       801 |        801 |                   accelerate.optimizer
import time:       815 |        815 |                   accelerate.scheduler
import time:     14151 |      15766 |                 accelerate.utils.megatron_lm
import time:       992 |        992 |                 accelerate.utils.random
import time:       800 |        800 |                 accelerate.utils.torch_xla
import time:     77470 |     310950 |               accelerate.utils
import time:      5581 |     316530 |             accelerate.checkpointing
import time:      1250 |       1250 |             accelerate.data_loader
import time:      6099 |       6099 |             accelerate.tracking
import time:     46991 |     374584 |           accelerate.accelerator
import time:       868 |        868 |           accelerate.inference
import time:       849 |        849 |           accelerate.launchers
import time:     27469 |     403769 |         accelerate
import time:        27 |     403795 |       accelerate.hooks
import time:      1444 |       1444 |       transformers.modeling_attn_mask_utils
import time:      1053 |       1053 |       transformers.modeling_rope_utils
import time:       856 |        856 |           transformers.loss
import time:      1017 |       1017 |                     PIL.GimpGradientFile
import time:       816 |        816 |                     PIL.GimpPaletteFile
import time:      1112 |       1112 |                     PIL.ImageColor
import time:      1025 |       1025 |                     PIL.PaletteFile
import time:       982 |       4950 |                   PIL.ImagePalette
import time:      1111 |       6061 |                 PIL.ImageOps
import time:      2000 |       8061 |               transformers.image_utils
import time:      8345 |      16405 |             transformers.image_transforms
import time:    101237 |     101237 |                         scipy.linalg._fblas
import time:       151 |        151 |                         scipy.linalg._cblas
import time:        96 |         96 |                         scipy.linalg._fblas_64
import time:      7434 |     108917 |                       scipy.linalg.blas
import time:     49827 |      49827 |                         scipy.linalg._flapack
import time:       107 |        107 |                         scipy.linalg._clapack
import time:        98 |         98 |                         scipy.linalg._flapack_64
import time:      1863 |      51893 |                       scipy.linalg.lapack
import time:     17243 |     178052 |                     scipy.linalg._misc
import time:     22810 |      22810 |                       scipy.linalg.cython_lapack
import time:     26952 |      49762 |                     scipy.linalg._cythonized_array_utils
import time:      1302 |       1302 |                               numpy._typing._add_docstring
import time:      7067 |       8368 |                             numpy.typing
import time:      1193 |       1193 |                                 scipy._lib.array_api_compat.common._helpers
import time:      8646 |       9839 |                               scipy._lib.array_api_compat.common
import time:      4832 |      14670 |                             scipy._lib.array_api_compat
import time:      1107 |       1107 |                               numpy.ctypeslib
import time:      1035 |       1035 |                                 numpy.testing._private
import time:      2942 |       2942 |                                 numpy.testing._private.utils
import time:       884 |        884 |                                 numpy.testing._private.extbuild
import time:       867 |        867 |                                 numpy.testing.overrides
import time:     17082 |      22809 |                               numpy.testing
import time:       855 |        855 |                                 numpy._core.strings
import time:      8677 |       9531 |                               numpy.strings
import time:     13910 |      13910 |                                   numpy.fft._pocketfft_umath
import time:      7657 |      21566 |                                 numpy.fft._pocketfft
import time:       811 |        811 |                                 numpy.fft._helper
import time:       751 |        751 |                                 numpy.fft.helper
import time:     19284 |      42411 |                               numpy.fft
import time:      5312 |       5312 |                                 numpy.ma.core
import time:      1690 |       1690 |                                 numpy.ma.extras
import time:     36226 |      43227 |                               numpy.ma
import time:      5183 |       5183 |                                 numpy._core.defchararray
import time:     13426 |      18608 |                               numpy.char
import time:      1233 |       1233 |                                     fileinput
import time:       838 |        838 |                                     numpy.f2py.__version__
import time:       921 |        921 |                                       numpy.f2py.cfuncs
import time:     10432 |      11353 |                                     numpy.f2py.auxfuncs
import time:      2078 |       2078 |                                     numpy.f2py.symbolic
import time:     31604 |      47104 |                                   numpy.f2py.crackfortran
import time:      2155 |       2155 |                                       numpy.f2py.cb_rules
import time:       883 |        883 |                                       numpy.f2py._isocbind
import time:     18882 |      21919 |                                     numpy.f2py.capi_maps
import time:       879 |        879 |                                       numpy.f2py.func2subr
import time:       824 |       1703 |                                     numpy.f2py.common_rules
import time:       732 |        732 |                                     numpy.f2py.use_rules
import time:       827 |        827 |                                     numpy.f2py.f90mod_rules
import time:      4950 |      30129 |                                   numpy.f2py.rules
import time:      1332 |       1332 |                                   numpy.f2py._backends
import time:      5807 |      84372 |                                 numpy.f2py.f2py2e
import time:       715 |        715 |                                 numpy.f2py.diagnose
import time:       992 |      86078 |                               numpy.f2py
import time:       742 |        742 |                               numpy.rec
import time:      1234 |       1234 |                                 scipy._lib.array_api_compat.common._aliases
import time:       729 |        729 |                                 scipy._lib.array_api_compat._internal
import time:      7066 |       9029 |                               scipy._lib.array_api_compat.numpy._aliases
import time:      7811 |       7811 |                                 scipy._lib.array_api_compat.common._linalg
import time:      1167 |       8978 |                               scipy._lib.array_api_compat.numpy.linalg
import time:       757 |        757 |                                 scipy._lib.array_api_compat.common._fft
import time:      1150 |       1907 |                               scipy._lib.array_api_compat.numpy.fft
import time:     14154 |     258577 |                             scipy._lib.array_api_compat.numpy
import time:      5918 |     287532 |                           scipy._lib._array_api
import time:      8378 |     295910 |                         scipy._lib._util
import time:      8148 |     304058 |                       scipy.linalg._decomp
import time:       926 |        926 |                       scipy.linalg._decomp_svd
import time:     35947 |      35947 |                       scipy.linalg._solve_toeplitz
import time:      9940 |     350870 |                     scipy.linalg._basic
import time:     34601 |      34601 |                       scipy.linalg._decomp_lu_cython
import time:      1665 |      36266 |                     scipy.linalg._decomp_lu
import time:      1443 |       1443 |                     scipy.linalg._decomp_ldl
import time:      1445 |       1445 |                     scipy.linalg._decomp_cholesky
import time:      1065 |       1065 |                     scipy.linalg._decomp_qr
import time:      1145 |       1145 |                     scipy.linalg._decomp_qz
import time:      1040 |       1040 |                     scipy.linalg._decomp_schur
import time:      1060 |       1060 |                     scipy.linalg._decomp_polar
import time:      1199 |       1199 |                       scipy.linalg._expm_frechet
import time:     38459 |      38459 |                         scipy.linalg._matfuncs_sqrtm_triu
import time:      1407 |      39865 |                       scipy.linalg._matfuncs_sqrtm
import time:     38336 |      38336 |                         scipy.linalg.cython_blas
import time:     43516 |      81852 |                       scipy.linalg._matfuncs_expm
import time:     27077 |     149992 |                     scipy.linalg._matfuncs
import time:      1637 |       1637 |                     scipy.linalg._special_matrices
import time:      1313 |       1313 |                     scipy.linalg._solvers
import time:      1295 |       1295 |                     scipy.linalg._procrustes
import time:     35128 |      35128 |                     scipy.linalg._decomp_update
import time:      1691 |       1691 |                           scipy.sparse._sputils
import time:      1288 |       1288 |                           scipy.sparse._matrix
import time:     26081 |      29058 |                         scipy.sparse._base
import time:     85403 |      85403 |                           scipy.sparse._sparsetools
import time:      2232 |       2232 |                             scipy.sparse._data
import time:      1037 |       1037 |                             scipy.sparse._index
import time:     22169 |      25437 |                           scipy.sparse._compressed
import time:      8604 |     119443 |                         scipy.sparse._csr
import time:       975 |        975 |                         scipy.sparse._csc
import time:     27539 |      27539 |                           scipy.sparse._csparsetools
import time:      1057 |      28596 |                         scipy.sparse._lil
import time:      1041 |       1041 |                         scipy.sparse._dok
import time:      1085 |       1085 |                         scipy.sparse._coo
import time:       927 |        927 |                         scipy.sparse._dia
import time:      1009 |       1009 |                         scipy.sparse._bsr
import time:      1120 |       1120 |                         scipy.sparse._construct
import time:       615 |        615 |                         scipy.sparse._extract
import time:       822 |        822 |                         scipy.sparse._matrix_io
import time:      1314 |       1314 |                                   scipy.sparse.linalg._interface
import time:      1028 |       1028 |                                   scipy.sparse.linalg._isolve.utils
import time:     13538 |      15879 |                                 scipy.sparse.linalg._isolve.iterative
import time:      1034 |       1034 |                                 scipy.sparse.linalg._isolve.minres
import time:       744 |        744 |                                   scipy.sparse.linalg._isolve._gcrotmk
import time:      6857 |       7600 |                                 scipy.sparse.linalg._isolve.lgmres
import time:       836 |        836 |                                 scipy.sparse.linalg._isolve.lsqr
import time:       786 |        786 |                                 scipy.sparse.linalg._isolve.lsmr
import time:       978 |        978 |                                 scipy.sparse.linalg._isolve.tfqmr
import time:     44868 |      71979 |                               scipy.sparse.linalg._isolve
import time:     25914 |      25914 |                                   scipy.sparse.linalg._dsolve._superlu
import time:       566 |        566 |                                     scikits
import time:        28 |        594 |                                   scikits.umfpack
import time:      5834 |      32341 |                                 scipy.sparse.linalg._dsolve.linsolve
import time:       948 |        948 |                                 scipy.sparse.linalg._dsolve._add_newdocs
import time:      8340 |      41627 |                               scipy.sparse.linalg._dsolve
import time:      1527 |       1527 |                                       scipy._lib.decorator
import time:       889 |       2416 |                                     scipy._lib._threadsafety
import time:     33727 |      33727 |                                     scipy.sparse.linalg._eigen.arpack._arpack
import time:     17185 |      53327 |                                   scipy.sparse.linalg._eigen.arpack.arpack
import time:     10608 |      63934 |                                 scipy.sparse.linalg._eigen.arpack
import time:      1197 |       1197 |                                   scipy.sparse.linalg._eigen.lobpcg.lobpcg
import time:      9018 |      10215 |                                 scipy.sparse.linalg._eigen.lobpcg
import time:       322 |        322 |                                     scipy.sparse.linalg._propack
import time:     28642 |      28642 |                                     scipy.sparse.linalg._propack._spropack
import time:     28021 |      28021 |                                     scipy.sparse.linalg._propack._dpropack
import time:     27551 |      27551 |                                     scipy.sparse.linalg._propack._cpropack
import time:     27877 |      27877 |                                     scipy.sparse.linalg._propack._zpropack
import time:      1095 |     113506 |                                   scipy.sparse.linalg._svdp
import time:     13107 |     126613 |                                 scipy.sparse.linalg._eigen._svds
import time:     12421 |     213182 |                               scipy.sparse.linalg._eigen
import time:      1050 |       1050 |                                   scipy.sparse.linalg._onenormest
import time:      7025 |       8074 |                                 scipy.sparse.linalg._expm_multiply
import time:      8274 |      16347 |                               scipy.sparse.linalg._matfuncs
import time:       936 |        936 |                               scipy.sparse.linalg._norm
import time:      1044 |       1044 |                               scipy.sparse.linalg._special_sparse_arrays
import time:      1078 |       1078 |                                 scipy._lib.deprecation
import time:      7074 |       8151 |                               scipy.sparse.linalg.isolve
import time:       804 |        804 |                               scipy.sparse.linalg.dsolve
import time:       767 |        767 |                               scipy.sparse.linalg.interface
import time:       695 |        695 |                               scipy.sparse.linalg.eigen
import time:       812 |        812 |                               scipy.sparse.linalg.matfuncs
import time:     26593 |     382933 |                             scipy.sparse.linalg
import time:      1098 |     384030 |                           scipy.sparse.csgraph._laplacian
import time:     26939 |      26939 |                               scipy.sparse.csgraph._tools
import time:       985 |      27924 |                             scipy.sparse.csgraph._validation
import time:     31672 |      59595 |                           scipy.sparse.csgraph._shortest_path
import time:     33316 |      33316 |                           scipy.sparse.csgraph._traversal
import time:     37507 |      37507 |                           scipy.sparse.csgraph._min_spanning_tree
import time:     27197 |      27197 |                           scipy.sparse.csgraph._flow
import time:     24348 |      24348 |                           scipy.sparse.csgraph._matching
import time:     22893 |      22893 |                           scipy.sparse.csgraph._reordering
import time:      8149 |     597033 |                         scipy.sparse.csgraph
import time:       933 |        933 |                         scipy.sparse.base
import time:       660 |        660 |                         scipy.sparse.bsr
import time:       728 |        728 |                         scipy.sparse.compressed
import time:       796 |        796 |                         scipy.sparse.construct
import time:       828 |        828 |                         scipy.sparse.coo
import time:       663 |        663 |                         scipy.sparse.csc
import time:       822 |        822 |                         scipy.sparse.csr
import time:       773 |        773 |                         scipy.sparse.data
import time:       722 |        722 |                         scipy.sparse.dia
import time:       776 |        776 |                         scipy.sparse.dok
import time:       696 |        696 |                         scipy.sparse.extract
import time:       777 |        777 |                         scipy.sparse.lil
import time:       859 |        859 |                         scipy.sparse.sparsetools
import time:       852 |        852 |                         scipy.sparse.sputils
import time:     76024 |     868626 |                       scipy.sparse
import time:      1243 |     869868 |                     scipy.linalg._sketches
import time:       821 |        821 |                     scipy.linalg._decomp_cossin
import time:       877 |        877 |                     scipy.linalg.decomp
import time:       772 |        772 |                     scipy.linalg.decomp_cholesky
import time:       961 |        961 |                     scipy.linalg.decomp_lu
import time:       753 |        753 |                     scipy.linalg.decomp_qr
import time:       711 |        711 |                     scipy.linalg.decomp_svd
import time:       655 |        655 |                     scipy.linalg.decomp_schur
import time:       701 |        701 |                     scipy.linalg.basic
import time:       706 |        706 |                     scipy.linalg.misc
import time:       882 |        882 |                     scipy.linalg.special_matrices
import time:       723 |        723 |                     scipy.linalg.matfuncs
import time:    206170 |    1896100 |                   scipy.linalg
import time:      1077 |       1077 |                     scipy.optimize._dcsrch
import time:     11289 |      12365 |                   scipy.optimize._linesearch
import time:     34393 |      34393 |                     scipy.optimize._group_columns
import time:      1107 |      35499 |                   scipy.optimize._numdiff
import time:      1414 |       1414 |                     scipy.optimize._hessian_update_strategy
import time:      7366 |       8780 |                   scipy.optimize._differentiable_functions
import time:     23701 |    1976442 |                 scipy.optimize._optimize
import time:       949 |        949 |                     scipy.optimize._trustregion
import time:      7535 |       8484 |                   scipy.optimize._trustregion_dogleg
import time:      1015 |       1015 |                   scipy.optimize._trustregion_ncg
