import time: self [us] | cumulative | imported package
import time:       824 |        824 |                     torch.distributions.distribution
import time:      7024 |       7848 |                   torch.distributions.exp_family
import time:      6204 |      14052 |                 torch.distributions.bernoulli
import time:       798 |        798 |                   torch.distributions.dirichlet
import time:      6501 |       7298 |                 torch.distributions.beta
import time:       841 |        841 |                 torch.distributions.binomial
import time:       840 |        840 |                 torch.distributions.categorical
import time:       760 |        760 |                 torch.distributions.cauchy
import time:      1046 |       1046 |                   torch.distributions.gamma
import time:      6047 |       7093 |                 torch.distributions.chi2
import time:       881 |        881 |                 torch.distributions.constraint_registry
import time:       900 |        900 |                 torch.distributions.continuous_bernoulli
import time:       848 |        848 |                 torch.distributions.exponential
import time:       732 |        732 |                 torch.distributions.fishersnedecor
import time:       823 |        823 |                 torch.distributions.geometric
import time:      1174 |       1174 |                     torch.distributions.independent
import time:     13515 |      14688 |                   torch.distributions.transformed_distribution
import time:       805 |        805 |                   torch.distributions.uniform
import time:     12538 |      28030 |                 torch.distributions.gumbel
import time:       749 |        749 |                 torch.distributions.half_cauchy
import time:      1055 |       1055 |                   torch.distributions.normal
import time:      5891 |       6946 |                 torch.distributions.half_normal
import time:       802 |        802 |                 torch.distributions.inverse_gamma
import time:       743 |        743 |                   torch.distributions.laplace
import time:       816 |        816 |                     torch.distributions.multivariate_normal
import time:      6574 |       7389 |                   torch.distributions.lowrank_multivariate_normal
import time:      1263 |       1263 |                   torch.distributions.one_hot_categorical
import time:       788 |        788 |                   torch.distributions.pareto
import time:       799 |        799 |                   torch.distributions.poisson
import time:     28531 |      39511 |                 torch.distributions.kl
import time:       830 |        830 |                 torch.distributions.kumaraswamy
import time:       902 |        902 |                 torch.distributions.lkj_cholesky
import time:       802 |        802 |                 torch.distributions.log_normal
import time:       797 |        797 |                 torch.distributions.logistic_normal
import time:       849 |        849 |                 torch.distributions.mixture_same_family
import time:       791 |        791 |                 torch.distributions.multinomial
import time:       926 |        926 |                 torch.distributions.negative_binomial
import time:       973 |        973 |                 torch.distributions.relaxed_bernoulli
import time:       918 |        918 |                 torch.distributions.relaxed_categorical
import time:       810 |        810 |                 torch.distributions.studentT
import time:      1002 |       1002 |                       torch.jit._builtins
import time:       967 |        967 |                       torch.distributed.autograd
import time:      8150 |      10118 |                     torch.jit._async
import time:       822 |        822 |                     torch.jit._await
import time:       885 |        885 |                     torch.jit._decomposition_utils
import time:       685 |        685 |                         torch._classes
import time:       866 |        866 |                         torch.jit._fuser
import time:       572 |        572 |                           monkeytype
import time:      1025 |       1596 |                         torch.jit._monkeytype_config
import time:       758 |        758 |                           torch.jit._check
import time:      1675 |       1675 |                           torch.jit._state
import time:       906 |        906 |                             torch.jit.annotations
import time:       805 |        805 |                             torch.jit._dataclass_impls
import time:       640 |        640 |                             astunparse
import time:      7414 |       9763 |                           torch.jit.frontend
import time:     21025 |      33219 |                         torch.jit._recursive
import time:       819 |        819 |                         torch.jit._serialization
import time:     35647 |      72830 |                       torch.jit._script
import time:     10673 |      83503 |                     torch.jit._freeze
import time:       823 |        823 |                     torch.jit._ir_utils
import time:      1780 |       1780 |                     torch.jit._trace
import time:     33535 |     131464 |                   torch.jit
import time:       978 |     132441 |                 torch.distributions.von_mises
import time:       804 |        804 |                 torch.distributions.weibull
import time:      1073 |       1073 |                 torch.distributions.wishart
import time:    160654 |     431124 |               torch.distributions
import time:      1012 |       1012 |               torch.fft
import time:       520 |        520 |                   urllib.response
import time:       554 |       1074 |                 urllib.error
import time:      1190 |       1190 |                     http
import time:       840 |        840 |                       email.feedparser
import time:      6545 |       7385 |                     email.parser
import time:      2341 |       2341 |                       _ssl
import time:      2788 |       5129 |                     ssl
import time:     15811 |      29514 |                   http.client
import time:       615 |        615 |                   nturl2path
import time:     11858 |      41986 |                 urllib.request
import time:     16741 |      59800 |               torch.hub
import time:      1271 |       1271 |               torch.linalg
import time:       819 |        819 |                 torch.mps.profiler
import time:       724 |        724 |                 torch.mps.event
import time:     11552 |      13094 |               torch.mps
import time:       809 |        809 |                 torch.mtia._utils
import time:      6295 |       6295 |                 torch.mtia.memory
import time:     10601 |      17704 |               torch.mtia
import time:       947 |        947 |                   multiprocessing.util
import time:      6782 |       6782 |                   multiprocessing.resource_sharer
import time:      7621 |      15350 |                 torch.multiprocessing.reductions
import time:     22477 |      22477 |                     _multiprocessing
import time:      1215 |      23692 |                   multiprocessing.connection
import time:      7385 |       7385 |                   concurrent.futures.thread
import time:     11959 |      43035 |                 torch.multiprocessing.spawn
import time:     13284 |      71667 |               torch.multiprocessing
import time:      1120 |       1120 |                   torch.nested._internal
import time:       650 |        650 |                             torch.fx._compatibility
import time:      1095 |       1095 |                                     torch.return_types
import time:       925 |       2019 |                                   torch.fx._pytree
import time:      1378 |       1378 |                                     torch.fx.operator_schemas
import time:       894 |        894 |                                     torch.fx.immutable_collections
import time:     22845 |      25116 |                                   torch.fx.node
import time:     18582 |      45716 |                                 torch.fx.graph
import time:     10877 |      56593 |                               torch.fx.graph_module
import time:      8262 |      64854 |                             torch.fx._lazy_graph_module
import time:      1034 |       1034 |                               torch.fx.traceback
import time:       888 |        888 |                               torch.utils._traceback
import time:      7690 |       9611 |                             torch.fx.proxy
import time:     20654 |      95769 |                           torch.fx._symbolic_trace
import time:       544 |        544 |                             torch.fx.config
import time:      9924 |      10468 |                           torch.fx.interpreter
import time:      1867 |       1867 |                           torch.fx.subgraph_rewriter
import time:     21479 |     129581 |                         torch.fx
import time:       747 |     130328 |                       torch.fx.experimental
import time:      1283 |     131611 |                     torch.fx.experimental._constant_symnode
import time:      5707 |     137317 |                   torch.nested._internal.nested_int
import time:       930 |        930 |                   torch.utils.weak
import time:     19124 |     158489 |                 torch.nested._internal.nested_tensor
import time:     12599 |     171088 |               torch.nested
import time:      1796 |       1796 |                   torch.optim.optimizer
import time:     11549 |      13345 |                 torch.optim.lr_scheduler
import time:     11850 |      11850 |                 torch.optim.swa_utils
import time:      1456 |       1456 |                 torch.optim._adafactor
import time:      1122 |       1122 |                 torch.optim.adadelta
import time:       975 |        975 |                 torch.optim.adagrad
import time:      1299 |       1299 |                 torch.optim.adam
import time:       968 |        968 |                 torch.optim.adamax
import time:      1046 |       1046 |                 torch.optim.adamw
import time:       942 |        942 |                 torch.optim.asgd
import time:       928 |        928 |                 torch.optim.lbfgs
import time:      1034 |       1034 |                 torch.optim.nadam
import time:      1102 |       1102 |                 torch.optim.radam
import time:      1091 |       1091 |                 torch.optim.rmsprop
import time:       926 |        926 |                 torch.optim.rprop
import time:       908 |        908 |                 torch.optim.sgd
import time:       789 |        789 |                   torch.optim._functional
import time:       921 |       1709 |                 torch.optim.sparse_adam
import time:     90828 |     131521 |               torch.optim
import time:      6391 |       6391 |                   gzip
import time:      7000 |       7000 |                     torch.profiler._utils
import time:      4916 |      11915 |                   torch.profiler._memory_profiler
import time:     19166 |      37472 |                 torch.profiler.profiler
import time:       674 |        674 |                 torch.profiler.itt
import time:     17300 |      55445 |               torch.profiler
import time:       955 |        955 |               torch.special
import time:       813 |        813 |                 torch.xpu._utils
import time:       920 |        920 |                 torch.xpu.streams
import time:      6986 |       6986 |                 torch.xpu.memory
import time:       740 |        740 |                 torch.xpu.random
import time:     22951 |      32409 |               torch.xpu
import time:      1055 |       1055 |                   torch.signal.windows.windows
import time:     11228 |      12283 |                 torch.signal.windows
import time:      5806 |      18089 |               torch.signal
import time:       876 |        876 |               torch.ao
import time:      1140 |       1140 |                   torch.ao.nn
import time:      8207 |       8207 |                     torch.ao.nn.intrinsic.modules.fused
import time:      6378 |      14584 |                   torch.ao.nn.intrinsic.modules
import time:      5101 |      20823 |                 torch.ao.nn.intrinsic
import time:       779 |        779 |                   torch.nn.intrinsic.modules.fused
import time:      4991 |       5770 |                 torch.nn.intrinsic.modules
import time:      1714 |       1714 |                                 torch.ao.nn.qat.modules.conv
import time:       860 |        860 |                                 torch.ao.nn.qat.modules.embedding_ops
import time:       963 |        963 |                                 torch.ao.nn.qat.modules.linear
import time:     17707 |      21243 |                               torch.ao.nn.qat.modules
import time:      4734 |      25976 |                             torch.ao.nn.qat
import time:      1720 |      27696 |                           torch.ao.nn.intrinsic.qat.modules.conv_fused
import time:       873 |        873 |                           torch.ao.nn.intrinsic.qat.modules.linear_fused
import time:       844 |        844 |                           torch.ao.nn.intrinsic.qat.modules.linear_relu
import time:     18311 |      47722 |                         torch.ao.nn.intrinsic.qat.modules
import time:      4911 |      52632 |                       torch.ao.nn.intrinsic.qat
import time:      5262 |      57894 |                     torch.nn.intrinsic.qat.modules.conv_fused
import time:       820 |        820 |                     torch.nn.intrinsic.qat.modules.linear_fused
import time:       658 |        658 |                     torch.nn.intrinsic.qat.modules.linear_relu
import time:     14217 |      73588 |                   torch.nn.intrinsic.qat.modules
import time:      4985 |      78573 |                 torch.nn.intrinsic.qat
import time:      1013 |       1013 |                                             torch.ao.nn.quantizable.modules.activation
import time:      1105 |       1105 |                                             torch.ao.nn.quantizable.modules.rnn
import time:     14822 |      16939 |                                           torch.ao.nn.quantizable.modules
import time:      4703 |      21642 |                                         torch.ao.nn.quantizable
import time:      1200 |       1200 |                                         torch.ao.nn.quantized.modules.activation
import time:      1081 |       1081 |                                         torch.ao.nn.quantized.modules.batchnorm
import time:       990 |        990 |                                           torch.ao.nn.quantized.modules.utils
import time:      6943 |       7933 |                                         torch.ao.nn.quantized.modules.conv
import time:       838 |        838 |                                         torch.ao.nn.quantized.modules.dropout
import time:       938 |        938 |                                         torch.ao.nn.quantized.modules.embedding_ops
import time:      1141 |       1141 |                                         torch.ao.nn.quantized.modules.functional_modules
import time:       952 |        952 |                                         torch.ao.nn.quantized.modules.linear
import time:       845 |        845 |                                         torch.ao.nn.quantized.modules.normalization
import time:       794 |        794 |                                         torch.ao.nn.quantized.modules.rnn
import time:     52967 |      90326 |                                       torch.ao.nn.quantized.modules
import time:        34 |      90359 |                                     torch.ao.nn.quantized.modules.utils
import time:      7574 |      97933 |                                   torch.ao.nn.quantized.functional
import time:     11504 |     109436 |                                 torch.ao.nn.quantized
import time:       977 |     110413 |                               torch.ao.nn.intrinsic.quantized.modules.bn_relu
import time:       851 |        851 |                               torch.ao.nn.intrinsic.quantized.modules.conv_add
import time:       868 |        868 |                               torch.ao.nn.intrinsic.quantized.modules.conv_relu
import time:       868 |        868 |                               torch.ao.nn.intrinsic.quantized.modules.linear_relu
import time:     24778 |     137775 |                             torch.ao.nn.intrinsic.quantized.modules
import time:      4898 |     142673 |                           torch.ao.nn.intrinsic.quantized
import time:      1099 |       1099 |                                   torch.ao.nn.quantized.dynamic.modules.conv
import time:       934 |        934 |                                   torch.ao.nn.quantized.dynamic.modules.linear
import time:      2306 |       2306 |                                   torch.ao.nn.quantized.dynamic.modules.rnn
import time:     21949 |      26287 |                                 torch.ao.nn.quantized.dynamic.modules
import time:      4868 |      31155 |                               torch.ao.nn.quantized.dynamic
import time:       939 |      32093 |                             torch.ao.nn.intrinsic.quantized.dynamic.modules.linear_relu
import time:      5798 |      37891 |                           torch.ao.nn.intrinsic.quantized.dynamic.modules
import time:      4796 |     185359 |                         torch.ao.nn.intrinsic.quantized.dynamic
import time:      1585 |     186943 |                       torch.nn.intrinsic.quantized.dynamic.modules.linear_relu
import time:      4865 |     191808 |                     torch.nn.intrinsic.quantized.dynamic.modules
import time:      4987 |     196794 |                   torch.nn.intrinsic.quantized.dynamic
import time:      5028 |       5028 |                     torch.nn.intrinsic.quantized.modules.bn_relu
import time:       604 |        604 |                     torch.nn.intrinsic.quantized.modules.conv_relu
import time:       568 |        568 |                     torch.nn.intrinsic.quantized.modules.linear_relu
import time:     13304 |      19503 |                   torch.nn.intrinsic.quantized.modules
import time:      9028 |     225323 |                 torch.nn.intrinsic.quantized
import time:      9579 |     340067 |               torch.nn.intrinsic
import time:       825 |        825 |                               torch.ao.nn.qat.dynamic.modules.linear
import time:      5885 |       6710 |                             torch.ao.nn.qat.dynamic.modules
import time:      4799 |      11509 |                           torch.ao.nn.qat.dynamic
import time:        28 |      11536 |                         torch.ao.nn.qat.dynamic.modules
import time:        20 |      11556 |                       torch.ao.nn.qat.dynamic.modules.linear
import time:       792 |      12348 |                     torch.nn.qat.dynamic.modules.linear
import time:      5263 |      17611 |                   torch.nn.qat.dynamic.modules
import time:      4785 |      22396 |                 torch.nn.qat.dynamic
import time:       778 |        778 |                   torch.nn.qat.modules.conv
import time:       648 |        648 |                   torch.nn.qat.modules.embedding_ops
import time:       609 |        609 |                   torch.nn.qat.modules.linear
import time:      5121 |       7155 |                 torch.nn.qat.modules
import time:      4900 |      34449 |               torch.nn.qat
import time:       896 |        896 |                 torch.nn.quantizable.modules
import time:      4770 |       5666 |               torch.nn.quantizable
import time:      1645 |       1645 |                 torch.nn.quantized.dynamic
import time:      8181 |       8181 |                 torch.nn.quantized.functional
import time:      1073 |       1073 |                 torch.nn.quantized.modules
import time:     10761 |      21659 |               torch.nn.quantized
import time:       757 |        757 |               torch._size_docs
import time:       727 |        727 |               torch._storage_docs
import time:      1582 |       1582 |               torch._tensor_docs
import time:      1076 |       1076 |                             torch.ao.quantization.quant_type
import time:      5880 |       6956 |                           torch.ao.quantization.utils
import time:      9315 |      16270 |                         torch.ao.quantization.observer
import time:     10906 |      27175 |                       torch.ao.quantization.fake_quantize
import time:       864 |        864 |                         torch.ao.quantization.fuser_method_mappings
import time:      7032 |       7895 |                       torch.ao.quantization.fuse_modules
import time:      1035 |       1035 |                         torch.ao.quantization.pt2e
import time:      1236 |       1236 |                             torch.ao.ns
import time:      1261 |       2496 |                           torch.ao.ns.fx
import time:      1322 |       1322 |                           torch.ao.ns.fx.ns_types
import time:     12425 |      16243 |                         torch.ao.ns.fx.utils
import time:       577 |        577 |                                       torch._dispatch
import time:       895 |        895 |                                             unittest.util
import time:      9148 |      10043 |                                           unittest.result
import time:      7198 |       7198 |                                           unittest.case
import time:       853 |        853 |                                           unittest.suite
import time:      1255 |       1255 |                                           unittest.loader
import time:       747 |        747 |                                               unittest.signals
import time:      5922 |       6669 |                                             unittest.runner
import time:      9365 |      16034 |                                           unittest.main
import time:     38826 |      74206 |                                         unittest
import time:       990 |        990 |                                             asyncio.constants
import time:       760 |        760 |                                             asyncio.coroutines
import time:      1006 |       1006 |                                               asyncio.format_helpers
import time:       818 |        818 |                                                 asyncio.base_futures
import time:       735 |        735 |                                                 asyncio.exceptions
import time:       700 |        700 |                                                 asyncio.base_tasks
import time:     22910 |      25162 |                                               _asyncio
import time:      1178 |      27345 |                                             asyncio.events
import time:       831 |        831 |                                             asyncio.futures
import time:       958 |        958 |                                             asyncio.protocols
import time:      1091 |       1091 |                                               asyncio.transports
import time:       544 |        544 |                                               asyncio.log
import time:      5224 |       6858 |                                             asyncio.sslproto
import time:       625 |        625 |                                                 asyncio.mixins
import time:      6765 |       6765 |                                                 asyncio.tasks
import time:      1073 |       8462 |                                               asyncio.locks
import time:      1089 |       9551 |                                             asyncio.staggered
import time:       869 |        869 |                                             asyncio.trsock
import time:      6774 |      54933 |                                           asyncio.base_events
import time:       996 |        996 |                                           asyncio.runners
import time:       925 |        925 |                                           asyncio.queues
import time:      7812 |       7812 |                                           asyncio.streams
import time:      1035 |       1035 |                                           asyncio.subprocess
import time:       744 |        744 |                                           asyncio.taskgroups
import time:      1118 |       1118 |                                           asyncio.timeouts
import time:       761 |        761 |                                           asyncio.threads
import time:     20509 |      20509 |                                             _overlapped
import time:       967 |        967 |                                             asyncio.base_subprocess
import time:      1171 |       1171 |                                             asyncio.proactor_events
import time:      1118 |       1118 |                                             asyncio.selector_events
import time:       788 |        788 |                                             asyncio.windows_utils
import time:      1324 |      25875 |                                           asyncio.windows_events
import time:     89681 |     183876 |                                         asyncio
import time:      2611 |     260692 |                                       unittest.mock
import time:      1037 |     262304 |                                     torch._dispatch.python
import time:      4942 |       4942 |                                     torch._guards
import time:       715 |        715 |                                                 torch._logging.structured
import time:      4029 |       4743 |                                               torch._logging._internal
import time:     12567 |      17310 |                                             torch._logging._registrations
import time:      1993 |      19303 |                                           torch._logging
import time:       788 |        788 |                                             torch.utils._mode_utils
import time:     12968 |      13755 |                                           torch._subclasses.meta_utils
import time:       922 |        922 |                                           torch.utils._backport_slots
import time:       837 |        837 |                                           torch.utils._stats
import time:      1939 |       1939 |                                             torch.fx.experimental.sym_node
import time:     10866 |      12804 |                                           torch._subclasses._fake_tensor_utils
import time:       906 |        906 |                                             torch._custom_op
import time:     14134 |      15039 |                                           torch._subclasses.fake_impls
import time:     44896 |     107552 |                                         torch._subclasses.fake_tensor
import time:       994 |        994 |                                         torch._subclasses.fake_utils
import time:      7511 |     116057 |                                       torch._subclasses
import time:        89 |     116146 |                                     torch._subclasses.meta_utils
import time:     17714 |     401104 |                                   torch.fx.passes.shape_prop
import time:      1231 |       1231 |                                   pydot
import time:      7210 |     409544 |                                 torch.fx.passes.graph_drawer
import time:      1158 |       1158 |                                 torch.fx.passes.graph_manipulation
import time:      1574 |       1574 |                                         torch.fx.passes.utils.matcher_utils
import time:      7148 |       8722 |                                       torch.fx.passes.utils.common
import time:      6283 |      15005 |                                     torch.fx.passes.utils
import time:      1645 |       1645 |                                     torch.fx.passes.tools_common
import time:     12215 |      28864 |                                   torch.fx.passes.split_utils
import time:      8160 |      37023 |                                 torch.fx.passes.net_min_base
import time:      1297 |       1297 |                                 torch.fx.passes.operator_support
import time:      1613 |       1613 |                                 torch.fx.passes.param_fetch
import time:      1709 |       1709 |                                 torch.fx.passes.reinplace
import time:       915 |        915 |                                   torch.fx._utils
import time:       875 |        875 |                                     torch.utils._thunk
import time:       775 |        775 |                                     torch.fx.experimental._backward_state
import time:     12387 |      14036 |                                   torch.fx.experimental.proxy_tensor
import time:     14346 |      29297 |                                 torch.fx.passes.runtime_assert
import time:      1218 |       1218 |                                 torch.fx.passes.split_module
import time:     19149 |      19149 |                                 torch.fx.passes.splitter_base
import time:      5124 |     507127 |                               torch.fx.passes
import time:        26 |     507153 |                             torch.fx.passes.utils
import time:      1475 |     508627 |                           torch.fx.passes.utils.source_matcher_utils
import time:      6964 |     515590 |                         torch.ao.quantization.pt2e.graph_utils
import time:       868 |        868 |                                 torch.fx.passes.infra.pass_base
import time:      6794 |       7662 |                               torch.fx.passes.infra.pass_manager
import time:      5724 |      13386 |                             torch.fx.passes.infra
import time:        31 |      13416 |                           torch.fx.passes.infra.pass_base
import time:      1057 |       1057 |                                 torch.export._tree_utils
import time:      5460 |       5460 |                                 torch.export.graph_signature
import time:       846 |        846 |                                       torch._custom_op.autograd
import time:     16624 |      17470 |                                     torch._custom_op.impl
import time:      8502 |      25971 |                                   torch._custom_ops
import time:      2099 |       2099 |                                         torch._subclasses.functional_tensor
import time:      1411 |       1411 |                                         torch._higher_order_ops.utils
import time:     17485 |      20995 |                                       torch._higher_order_ops.cond
import time:      5683 |       5683 |                                       torch._higher_order_ops.flex_attention
import time:      1122 |       1122 |                                       torch._higher_order_ops.hints_wrap
import time:      1067 |       1067 |                                       torch._higher_order_ops.invoke_subgraph
import time:      1122 |       1122 |                                       torch._higher_order_ops.prim_hop_base
import time:      1129 |       1129 |                                       torch._higher_order_ops.scan
import time:      1093 |       1093 |                                       torch._higher_order_ops.while_loop
import time:     45911 |      78119 |                                     torch._higher_order_ops
import time:      1220 |      79338 |                                   torch._higher_order_ops.strict_mode
import time:      7573 |     112881 |                                 torch._export.wrappers
import time:      9373 |       9373 |                                 torch._export.utils
import time:     36376 |     165145 |                               torch._export
import time:        30 |     165175 |                             torch._export.utils
import time:      1281 |     166455 |                           torch.export.decomp_utils
import time:      1046 |       1046 |                               torch._export.verifier
import time:      9051 |      10097 |                             torch.export.exported_program
import time:     10695 |      20792 |                           torch.export.dynamic_shapes
import time:      1149 |       1149 |                                     torch._functorch._aot_autograd
import time:      1569 |       2718 |                                   torch._functorch._aot_autograd.utils
import time:      7436 |      10154 |                                 torch._higher_order_ops.torchbind
import time:      6803 |      16957 |                               torch._higher_order_ops.effects
import time:      7034 |      23990 |                             torch.export._remove_effect_tokens_pass
import time:      8335 |      32325 |                           torch.export.unflatten
import time:     28945 |     261931 |                         torch.export
import time:     21460 |     816257 |                       torch.ao.quantization.pt2e._numeric_debugger
import time:       861 |        861 |                       torch.ao.quantization.pt2e.export_utils
import time:      1491 |       1491 |                       torch.ao.quantization.qconfig
import time:       883 |        883 |                       torch.ao.quantization.qconfig_mapping
import time:       939 |        939 |                               torch.ao.nn.quantized.reference.modules.utils
import time:      6647 |       7585 |                             torch.ao.nn.quantized.reference.modules.conv
import time:       896 |        896 |                             torch.ao.nn.quantized.reference.modules.linear
import time:      1853 |       1853 |                             torch.ao.nn.quantized.reference.modules.rnn
import time:       912 |        912 |                             torch.ao.nn.quantized.reference.modules.sparse
import time:     24914 |      36159 |                           torch.ao.nn.quantized.reference.modules
import time:      5027 |      41186 |                         torch.ao.nn.quantized.reference
import time:       835 |        835 |                                 torch.ao.nn.sparse.quantized.linear
import time:       871 |        871 |                                 torch.ao.nn.sparse.quantized.utils
import time:     10320 |      12024 |                               torch.ao.nn.sparse.quantized.dynamic.linear
import time:      6710 |      18734 |                             torch.ao.nn.sparse.quantized.dynamic
import time:      6953 |      25687 |                           torch.ao.nn.sparse.quantized
import time:      4679 |      30365 |                         torch.ao.nn.sparse
import time:       836 |        836 |                         torch.ao.quantization.stubs
import time:      6437 |      78821 |                       torch.ao.quantization.quantization_mappings
import time:      1051 |       1051 |                       torch.ao.quantization.quantize
import time:     22353 |      22353 |                       torch.ao.quantization.quantize_jit
import time:     58231 |    1015015 |                     torch.ao.quantization
import time:        36 |    1015051 |                   torch.ao.quantization.fake_quantize
import time:      1232 |    1016282 |                 torch.quantization.fake_quantize
import time:      1035 |       1035 |                 torch.quantization.fuse_modules
import time:       758 |        758 |                 torch.quantization.fuser_method_mappings
import time:       898 |        898 |                 torch.quantization.observer
import time:       863 |        863 |                 torch.quantization.qconfig
import time:       901 |        901 |                 torch.quantization.quant_type
import time:       787 |        787 |                 torch.quantization.quantization_mappings
import time:       723 |        723 |                 torch.quantization.quantize
import time:       943 |        943 |                 torch.quantization.quantize_jit
import time:       792 |        792 |                 torch.quantization.stubs
import time:     45445 |    1069422 |               torch.quantization
import time:       862 |        862 |               torch.quasirandom
import time:       697 |        697 |               torch.multiprocessing._atfork
import time:      1082 |       1082 |               torch._lobpcg
import time:       735 |        735 |                   torch.masked._docs
import time:      1010 |       1010 |                         torch.masked.maskedtensor.core
import time:     11152 |      12161 |                       torch.masked.maskedtensor.binary
import time:      1393 |       1393 |                       torch.masked.maskedtensor.passthrough
import time:       644 |        644 |                         torch.masked.maskedtensor.creation
import time:      6588 |       7231 |                       torch.masked.maskedtensor.reductions
import time:      4320 |       4320 |                       torch.masked.maskedtensor.unary
import time:     23415 |      48519 |                     torch.masked.maskedtensor
import time:        45 |      48563 |                   torch.masked.maskedtensor.core
import time:      5767 |      55064 |                 torch.masked._ops
import time:     10068 |      65132 |               torch.masked
import time:      1035 |       1035 |               torch.utils.dlpack
import time:      7668 |       7668 |                   torch.fx.experimental.const_fold
import time:      1672 |       9340 |                 torch._functorch.eager_transforms
import time:      1080 |       1080 |                 torch._functorch.functional_call
import time:       797 |        797 |                 torch._functorch.batch_norm_replacement
import time:     21329 |      32545 |               torch.func
import time:       856 |        856 |                         torch.utils._content_store
import time:      6727 |       7583 |                       torch._prims.debug_prims
import time:      1142 |       1142 |                       torch._prims.rng_prims
import time:      1224 |       1224 |                       torch._prims_common.wrappers
import time:    363821 |     373768 |                     torch._prims
import time:      1282 |       1282 |                     torch._higher_order_ops.out_dtype
import time:     43322 |     418371 |                   torch._decomp.decompositions
import time:     17916 |      17916 |                     torch._refs._conversions
import time:      5172 |       5172 |                     torch._refs.fft
import time:     12349 |      12349 |                     torch._refs.linalg
import time:       774 |        774 |                       torch._refs.nn
import time:      5400 |       6174 |                     torch._refs.nn.functional
import time:      3575 |       3575 |                     torch._refs.special
import time:     39119 |      84302 |                   torch._refs
import time:      1262 |     503934 |                 torch._decomp
import time:    105786 |     609720 |               torch._meta_registrations
import time:      1205 |       1205 |               torch.compiler
import time:  10294060 |   15450045 |             torch
import time:       985 |        985 |             packaging
import time:       981 |        981 |               packaging._structures
import time:      6240 |       7220 |             packaging.version
import time:     42116 |   16220983 |           modelscope.utils.torch_utils
import time:      6970 |   16229214 |         modelscope.utils.registry
import time:     29497 |   16305816 |       modelscope.utils.ast_utils
import time:       716 |        716 |       modelscope.utils.error
import time:     31298 |   16339365 |     modelscope.utils.import_utils
import time:      1937 |   16341302 |   modelscope
import time:      2884 |       2884 |   http.cookiejar
import time:     10104 |      10104 |         urllib3.exceptions
import time:      1094 |       1094 |                 urllib3.util.timeout
import time:     14406 |      15500 |               urllib3.util.connection
import time:      1018 |       1018 |                 urllib3.util.util
import time:       661 |        661 |                 brotlicffi
import time:       542 |        542 |                 brotli
import time:       518 |        518 |                 zstandard
import time:      6109 |       8847 |               urllib3.util.request
import time:       697 |        697 |               urllib3.util.response
import time:      1092 |       1092 |               urllib3.util.retry
import time:       762 |        762 |                 hmac
import time:      7071 |       7071 |                 urllib3.util.url
import time:       887 |        887 |                 urllib3.util.ssltransport
import time:     19217 |      27935 |               urllib3.util.ssl_
import time:       664 |        664 |               urllib3.util.wait
import time:     37521 |      92253 |             urllib3.util
import time:        32 |      92284 |           urllib3.util.connection
import time:      1238 |      93522 |         urllib3._base_connection
import time:      1379 |       1379 |         urllib3._collections
import time:       664 |        664 |         urllib3._version
import time:       729 |        729 |                 mimetypes
import time:      7471 |       8200 |               urllib3.fields
import time:      7171 |      15371 |             urllib3.filepost
import time:       545 |        545 |               brotlicffi
import time:       541 |        541 |               brotli
import time:       525 |        525 |               zstandard
import time:       893 |        893 |                 urllib3.http2
import time:      1735 |       1735 |                 urllib3.http2.probe
import time:      9733 |       9733 |                 urllib3.util.ssl_match_hostname
import time:     17516 |      29876 |               urllib3.connection
import time:      9211 |      40696 |             urllib3.response
import time:     13584 |      69650 |           urllib3._request_methods
import time:       728 |        728 |           urllib3.util.proxy
import time:     14768 |      85145 |         urllib3.connectionpool
import time:      1449 |       1449 |         urllib3.poolmanager
import time:     38892 |     231152 |       urllib3
import time:      8735 |       8735 |               charset_normalizer.constant
import time:     15079 |      15079 |                 charset_normalizer.md__mypyc
import time:      1117 |       1117 |                 charset_normalizer.utils
import time:     23872 |      40068 |               charset_normalizer.md
import time:      7068 |       7068 |               charset_normalizer.models
import time:     13638 |      69507 |             charset_normalizer.cd
import time:      7303 |      76810 |           charset_normalizer.api
import time:       708 |        708 |           charset_normalizer.legacy
import time:       531 |        531 |           charset_normalizer.version
import time:       544 |        544 |           simplejson
import time:      1425 |       1425 |           http.cookies
import time:     24371 |     104385 |         requests.compat
import time:      6679 |     111064 |       requests.exceptions
import time:       547 |        547 |       chardet
import time:      1223 |       1223 |             idna.idnadata
import time:       751 |        751 |             idna.intranges
import time:     10421 |      12394 |           idna.core
import time:       608 |        608 |           idna.package_data
import time:     10457 |      23458 |         idna
import time:      2013 |      25470 |       requests.packages
import time:       822 |        822 |             certifi.core
import time:      6494 |       7316 |           certifi
import time:      4857 |      12172 |         requests.certs
import time:       730 |        730 |         requests.__version__
import time:      1211 |       1211 |         requests._internal_utils
import time:      1196 |       1196 |         requests.cookies
import time:       787 |        787 |         requests.structures
import time:       627 |        627 |             importlib.resources._itertools
import time:      5034 |       5661 |           importlib.resources.readers
import time:      5958 |      11618 |         importlib.readers
import time:     32626 |      60338 |       requests.utils
import time:      8178 |       8178 |             requests.auth
